tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,installation_date,expected_ip,expected_protocol
"ASS-019","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Siemens","AssemblyRobot-8395","Assembly Line - Station 19","2025-05-18","192.168.146.244","Ethernet/IP"
"ASS-020","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","KUKA","ConveyorController-9290","Assembly Line - Station 20","2025-07-14","192.168.26.98","OPC UA"
"ASS-021","Ford Dearborn","Assembly Line","Safety PLC","Critical","Safety PLC for Assembly Line operations","KUKA","SafetyPLC-8529","Assembly Line - Station 21","2025-04-30","192.168.155.67","Profinet"
"ASS-022","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Rockwell","AssemblyRobot-8751","Assembly Line - Station 22","2025-01-16","192.168.181.150","Profinet"
"ASS-023","Ford Dearborn","Assembly Line","Safety PLC","Critical","Safety PLC for Assembly Line operations","Fanuc","SafetyPLC-6800","Assembly Line - Station 23","2024-10-24","192.168.149.12","Profinet"
"ASS-024","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","KUKA","AssemblyRobot-9290","Assembly Line - Station 24","2025-06-17","192.168.63.110","Modbus TCP"
"ASS-025","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Rockwell","AssemblyRobot-6092","Assembly Line - Station 25","2025-06-28","192.168.88.2","Profinet"
"ASS-026","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Siemens","ConveyorController-8756","Assembly Line - Station 26","2025-08-19","192.168.105.64","Profinet"
"POW-001","Ford Dearborn","Powertrain","HMI Station","Medium","HMI Station for Powertrain operations","Rockwell","HMIStation-6522","Powertrain - Station 1","2025-03-02","192.168.175.148","OPC UA"
"POW-002","Ford Dearborn","Powertrain","Welding Controller","Medium","Welding Controller for Powertrain operations","Siemens","WeldingController-5610","Powertrain - Station 2","2025-02-12","192.168.217.120","Modbus TCP"
"POW-003","Ford Dearborn","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","Siemens","SafetyPLC-9597","Powertrain - Station 3","2025-10-19","192.168.132.215","OPC UA"
"POW-004","Ford Dearborn","Powertrain","HMI Station","Medium","HMI Station for Powertrain operations","KUKA","HMIStation-1457","Powertrain - Station 4","2025-05-04","192.168.163.79","Ethernet/IP"
"POW-005","Ford Dearborn","Powertrain","Vision System","Medium","Vision System for Powertrain operations","Siemens","VisionSystem-4543","Powertrain - Station 5","2024-12-29","192.168.69.43","Modbus TCP"
"POW-006","Ford Dearborn","Powertrain","Welding Controller","Medium","Welding Controller for Powertrain operations","KUKA","WeldingController-5615","Powertrain - Station 6","2025-09-12","192.168.41.252","OPC UA"
"POW-007","Ford Dearborn","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","KUKA","SafetyPLC-4694","Powertrain - Station 7","2024-12-05","192.168.204.124","OPC UA"
"POW-008","Ford Dearborn","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","ABB","PaintController-2093","Powertrain - Station 8","2024-11-17","192.168.181.171","Profinet"
"POW-009","Ford Dearborn","Powertrain","Assembly Robot","Medium","Assembly Robot for Powertrain operations","ABB","AssemblyRobot-1521","Powertrain - Station 9","2025-05-27","192.168.124.19","Profinet"
"POW-010","Ford Dearborn","Powertrain","Welding Controller","Medium","Welding Controller for Powertrain operations","Rockwell","WeldingController-5879","Powertrain - Station 10","2025-10-10","192.168.241.107","Ethernet/IP"
"POW-011","Ford Dearborn","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","Fanuc","PaintController-6427","Powertrain - Station 11","2025-02-04","192.168.90.157","Modbus TCP"
"POW-012","Ford Dearborn","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","KUKA","ConveyorController-5186","Powertrain - Station 12","2025-08-13","192.168.32.64","Profinet"
"POW-013","Ford Dearborn","Powertrain","HMI Station","Medium","HMI Station for Powertrain operations","Siemens","HMIStation-3165","Powertrain - Station 13","2025-09-24","192.168.18.11","Ethernet/IP"
"POW-014","Ford Dearborn","Powertrain","HMI Station","Medium","HMI Station for Powertrain operations","KUKA","HMIStation-8474","Powertrain - Station 14","2024-11-04","192.168.174.143","Profinet"
"POW-015","Ford Dearborn","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","KUKA","SafetyPLC-1192","Powertrain - Station 15","2024-11-08","192.168.171.84","OPC UA"
"POW-016","Ford Dearborn","Powertrain","Welding Controller","Medium","Welding Controller for Powertrain operations","ABB","WeldingController-6122","Powertrain - Station 16","2024-10-31","192.168.223.247","Ethernet/IP"
"POW-017","Ford Dearborn","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","Fanuc","SafetyPLC-1716","Powertrain - Station 17","2025-01-21","192.168.191.160","Ethernet/IP"
"POW-018","Ford Dearborn","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","Fanuc","PaintController-7544","Powertrain - Station 18","2025-07-19","192.168.85.159","Modbus TCP"
"QUA-001","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Rockwell","SafetyPLC-6976","Quality Control - Station 1","2025-08-12","192.168.40.144","Modbus TCP"
"QUA-002","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Siemens","SafetyPLC-1406","Quality Control - Station 2","2025-02-10","192.168.138.55","OPC UA"
"QUA-003","Ford Dearborn","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Siemens","ConveyorController-6467","Quality Control - Station 3","2025-04-22","192.168.141.109","Ethernet/IP"
"QUA-004","Ford Dearborn","Quality Control","SCADA System","High","SCADA System for Quality Control operations","Rockwell","SCADASystem-2465","Quality Control - Station 4","2024-12-26","192.168.214.220","Ethernet/IP"
"QUA-005","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Siemens","SafetyPLC-1469","Quality Control - Station 5","2025-05-28","192.168.60.77","Ethernet/IP"
"QUA-006","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","ABB","SafetyPLC-1240","Quality Control - Station 6","2025-08-31","192.168.161.4","OPC UA"
"QUA-007","Ford Dearborn","Quality Control","Vision System","High","Vision System for Quality Control operations","ABB","VisionSystem-6715","Quality Control - Station 7","2025-07-22","192.168.102.15","Profinet"
"QUA-008","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Fanuc","SafetyPLC-8860","Quality Control - Station 8","2025-10-08","192.168.97.205","OPC UA"
"QUA-009","Ford Dearborn","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","Rockwell","PaintController-5278","Quality Control - Station 9","2025-02-06","192.168.79.247","Modbus TCP"
"QUA-010","Ford Dearborn","Quality Control","SCADA System","High","SCADA System for Quality Control operations","KUKA","SCADASystem-1065","Quality Control - Station 10","2025-06-07","192.168.207.68","OPC UA"
"QUA-011","Ford Dearborn","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","KUKA","WeldingController-6090","Quality Control - Station 11","2025-10-22","192.168.173.118","Profinet"
"QUA-012","Ford Dearborn","Quality Control","Vision System","High","Vision System for Quality Control operations","Rockwell","VisionSystem-9672","Quality Control - Station 12","2025-05-19","192.168.135.251","OPC UA"
"QUA-013","Ford Dearborn","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","KUKA","PaintController-3323","Quality Control - Station 13","2025-07-01","192.168.136.112","Profinet"
"QUA-014","Ford Dearborn","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","ABB","PaintController-9587","Quality Control - Station 14","2025-04-24","192.168.13.177","OPC UA"
"QUA-015","Ford Dearborn","Quality Control","SCADA System","High","SCADA System for Quality Control operations","KUKA","SCADASystem-5591","Quality Control - Station 15","2025-08-31","192.168.66.91","Modbus TCP"
"QUA-016","Ford Dearborn","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","Fanuc","WeldingController-1129","Quality Control - Station 16","2025-06-06","192.168.117.80","Ethernet/IP"
"QUA-017","Ford Dearborn","Quality Control","Vision System","High","Vision System for Quality Control operations","Rockwell","VisionSystem-4564","Quality Control - Station 17","2025-03-13","192.168.79.172","Ethernet/IP"
"QUA-018","Ford Dearborn","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","Fanuc","PaintController-6164","Quality Control - Station 18","2025-04-12","192.168.221.100","Ethernet/IP"
"QUA-019","Ford Dearborn","Quality Control","Vision System","High","Vision System for Quality Control operations","Rockwell","VisionSystem-6288","Quality Control - Station 19","2025-07-08","192.168.200.59","Profinet"
"QUA-020","Ford Dearborn","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Fanuc","HMIStation-2842","Quality Control - Station 20","2024-11-11","192.168.48.173","Modbus TCP"
"QUA-021","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Fanuc","SafetyPLC-1050","Quality Control - Station 21","2025-04-20","192.168.142.46","Profinet"
"QUA-022","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Siemens","SafetyPLC-2149","Quality Control - Station 22","2024-10-31","192.168.254.184","Modbus TCP"
"QUA-023","Ford Dearborn","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Siemens","HMIStation-9161","Quality Control - Station 23","2024-11-11","192.168.142.227","Profinet"
"QUA-024","Ford Dearborn","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","Rockwell","WeldingController-7617","Quality Control - Station 24","2025-05-12","192.168.213.6","Modbus TCP"
"QUA-025","Ford Dearborn","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Siemens","SafetyPLC-7702","Quality Control - Station 25","2025-01-08","192.168.5.170","Ethernet/IP"
"STA-001","Ford Dearborn","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Rockwell","HMIStation-6851","Stamping - Station 1","2025-03-12","192.168.187.165","Profinet"
"STA-002","Ford Dearborn","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","ABB","PaintController-7016","Stamping - Station 2","2025-09-14","192.168.179.238","Ethernet/IP"
"STA-003","Ford Dearborn","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Siemens","AssemblyRobot-9437","Stamping - Station 3","2025-07-12","192.168.48.60","Ethernet/IP"
"STA-004","Ford Dearborn","Stamping","Vision System","Medium","Vision System for Stamping operations","Rockwell","VisionSystem-8630","Stamping - Station 4","2025-03-24","192.168.20.38","Ethernet/IP"
"STA-005","Ford Dearborn","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Rockwell","SCADASystem-1294","Stamping - Station 5","2025-06-02","192.168.38.104","Modbus TCP"
"STA-006","Ford Dearborn","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Siemens","AssemblyRobot-3487","Stamping - Station 6","2025-01-06","192.168.199.16","OPC UA"
"STA-007","Ford Dearborn","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","KUKA","ConveyorController-2545","Stamping - Station 7","2024-12-22","192.168.151.217","Ethernet/IP"
"STA-008","Ford Dearborn","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","KUKA","PaintController-7634","Stamping - Station 8","2025-01-03","192.168.138.219","Modbus TCP"
"STA-009","Ford Dearborn","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Fanuc","AssemblyRobot-1643","Stamping - Station 9","2025-02-27","192.168.24.130","Profinet"
"STA-010","Ford Dearborn","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","KUKA","SafetyPLC-5349","Stamping - Station 10","2025-07-07","192.168.193.90","OPC UA"
"STA-011","Ford Dearborn","Stamping","HMI Station","Medium","HMI Station for Stamping operations","ABB","HMIStation-9440","Stamping - Station 11","2025-04-04","192.168.33.100","OPC UA"
"STA-012","Ford Dearborn","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Rockwell","SafetyPLC-3766","Stamping - Station 12","2025-08-04","192.168.108.130","Profinet"
"STA-013","Ford Dearborn","Stamping","HMI Station","Medium","HMI Station for Stamping operations","KUKA","HMIStation-6386","Stamping - Station 13","2025-07-23","192.168.35.249","Ethernet/IP"
"STA-014","Ford Dearborn","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Rockwell","ConveyorController-4329","Stamping - Station 14","2025-03-13","192.168.197.186","OPC UA"
"STA-015","Ford Dearborn","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Rockwell","AssemblyRobot-1905","Stamping - Station 15","2024-11-16","192.168.207.215","Modbus TCP"
"STA-016","Ford Dearborn","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Siemens","PaintController-9947","Stamping - Station 16","2025-09-23","192.168.199.153","Profinet"
"STA-017","Ford Dearborn","Stamping","SCADA System","Medium","SCADA System for Stamping operations","ABB","SCADASystem-9910","Stamping - Station 17","2025-01-09","192.168.231.87","OPC UA"
"STA-018","Ford Dearborn","Stamping","HMI Station","Medium","HMI Station for Stamping operations","KUKA","HMIStation-4166","Stamping - Station 18","2024-12-14","192.168.38.94","Ethernet/IP"
"STA-019","Ford Dearborn","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","ABB","SafetyPLC-2547","Stamping - Station 19","2025-05-01","192.168.78.100","Modbus TCP"
"STA-020","Ford Dearborn","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","ABB","AssemblyRobot-9812","Stamping - Station 20","2025-06-19","192.168.88.44","Modbus TCP"
"STA-021","Ford Dearborn","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Siemens","SafetyPLC-1521","Stamping - Station 21","2025-06-11","192.168.203.113","Modbus TCP"
"STA-022","Ford Dearborn","Stamping","Vision System","Medium","Vision System for Stamping operations","Siemens","VisionSystem-3344","Stamping - Station 22","2025-07-26","192.168.169.71","Profinet"
"STA-023","Ford Dearborn","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Fanuc","SCADASystem-1533","Stamping - Station 23","2025-09-03","192.168.150.18","Profinet"
"STA-024","Ford Dearborn","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Rockwell","PaintController-9422","Stamping - Station 24","2024-12-09","192.168.93.82","Modbus TCP"
"STA-025","Ford Dearborn","Stamping","Vision System","Medium","Vision System for Stamping operations","KUKA","VisionSystem-5093","Stamping - Station 25","2025-08-30","192.168.21.95","OPC UA"
"STA-026","Ford Dearborn","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Siemens","SCADASystem-6537","Stamping - Station 26","2025-04-04","192.168.149.96","Ethernet/IP"
"STA-027","Ford Dearborn","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Rockwell","WeldingController-5590","Stamping - Station 27","2024-11-22","192.168.28.33","Profinet"
"STA-028","Ford Dearborn","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","ABB","WeldingController-1038","Stamping - Station 28","2024-11-14","192.168.210.37","OPC UA"
"STA-029","Ford Dearborn","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","ABB","ConveyorController-7625","Stamping - Station 29","2024-11-08","192.168.250.172","Ethernet/IP"
"STA-030","Ford Dearborn","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Rockwell","SafetyPLC-9364","Stamping - Station 30","2025-10-12","192.168.232.128","OPC UA"
"STA-031","Ford Dearborn","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Fanuc","PaintController-6605","Stamping - Station 31","2025-08-06","192.168.79.161","Ethernet/IP"
