tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"CON-0464","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Siemens","ArcFlashMonitor-9642","Control Center - Station 8","Arc Flash Monitor for Control Center operations","2022-01-10","192.168.239.57","DNP3"
"CON-0465","Southeast Utilities","Control Center","Environmental Monitor","High","Emerson","EnvironmentalMonitor-3048","Control Center - Station 9","Environmental Monitor for Control Center operations","2021-06-10","192.168.6.110","DNP3"
"CON-0466","Southeast Utilities","Control Center","Grid Controller","Critical","Rockwell","GridController-8914","Control Center - Station 10","Grid Controller for Control Center operations","2024-11-15","192.168.12.238","Ethernet/IP"
"CON-0467","Southeast Utilities","Control Center","Protection Relay","Low","Siemens","ProtectionRelay-3617","Control Center - Station 11","Protection Relay for Control Center operations","2024-02-19","192.168.165.161","DNP3"
"CON-0468","Southeast Utilities","Control Center","DMS","Medium","Siemens","DMS-2033","Control Center - Station 12","DMS for Control Center operations","2023-10-19","192.168.241.165","Modbus TCP"
"CON-0469","Southeast Utilities","Control Center","DMS","Medium","Siemens","DMS-2331","Control Center - Station 13","DMS for Control Center operations","2022-12-31","192.168.38.189","Profinet"
"CON-0470","Southeast Utilities","Control Center","EMS","Critical","Schneider","EMS-9075","Control Center - Station 14","EMS for Control Center operations","2025-06-18","192.168.176.129","OPC UA"
"CON-0471","Southeast Utilities","Control Center","Arc Flash Monitor","Low","Rockwell","ArcFlashMonitor-1255","Control Center - Station 15","Arc Flash Monitor for Control Center operations","2025-02-20","192.168.196.63","OPC UA"
"CON-0472","Southeast Utilities","Control Center","Environmental Monitor","High","ABB","EnvironmentalMonitor-9402","Control Center - Station 16","Environmental Monitor for Control Center operations","2022-03-10","192.168.242.113","Profinet"
"CON-0473","Southeast Utilities","Control Center","IED","Critical","Siemens","IED-5959","Control Center - Station 17","IED for Control Center operations","2021-01-18","192.168.100.62","OPC UA"
"CON-0474","Southeast Utilities","Control Center","RTU","Critical","Honeywell","RTU-1089","Control Center - Station 18","RTU for Control Center operations","2023-11-13","192.168.234.29","Modbus TCP"
"CON-0475","Southeast Utilities","Control Center","Protection Relay","Medium","Schneider","ProtectionRelay-6913","Control Center - Station 19","Protection Relay for Control Center operations","2024-08-14","192.168.158.10","Ethernet/IP"
"CON-0476","Southeast Utilities","Control Center","Environmental Monitor","Low","Rockwell","EnvironmentalMonitor-2361","Control Center - Station 20","Environmental Monitor for Control Center operations","2025-10-11","192.168.197.62","Ethernet/IP"
"CON-0477","Southeast Utilities","Control Center","RTU","Critical","Honeywell","RTU-9851","Control Center - Station 21","RTU for Control Center operations","2025-01-11","192.168.102.244","Ethernet/IP"
"CON-0478","Southeast Utilities","Control Center","DMS","High","ABB","DMS-6804","Control Center - Station 22","DMS for Control Center operations","2023-06-06","192.168.91.132","DNP3"
"CON-0479","Southeast Utilities","Control Center","Arc Flash Monitor","Medium","ABB","ArcFlashMonitor-9989","Control Center - Station 23","Arc Flash Monitor for Control Center operations","2024-06-10","192.168.56.6","Ethernet/IP"
"CON-0480","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Rockwell","ArcFlashMonitor-9500","Control Center - Station 24","Arc Flash Monitor for Control Center operations","2021-12-13","192.168.54.64","Modbus TCP"
"CON-0481","Southeast Utilities","Control Center","RTU","Critical","ABB","RTU-8636","Control Center - Station 25","RTU for Control Center operations","2022-09-12","192.168.115.68","DNP3"
"CON-0482","Southeast Utilities","Control Center","SCADA","Medium","Honeywell","SCADA-3792","Control Center - Station 26","SCADA for Control Center operations","2021-06-28","192.168.227.30","Ethernet/IP"
"CON-0483","Southeast Utilities","Control Center","SCADA","Critical","Schneider","SCADA-7350","Control Center - Station 27","SCADA for Control Center operations","2025-08-20","192.168.228.205","Modbus TCP"
"CON-0484","Southeast Utilities","Control Center","SCADA","Low","Schneider","SCADA-1720","Control Center - Station 28","SCADA for Control Center operations","2024-08-19","192.168.249.97","Profinet"
"CON-0485","Southeast Utilities","Control Center","IED","Low","Siemens","IED-9955","Control Center - Station 29","IED for Control Center operations","2021-11-17","192.168.181.102","OPC UA"
"CON-0486","Southeast Utilities","Control Center","EMS","Medium","Rockwell","EMS-6903","Control Center - Station 30","EMS for Control Center operations","2022-04-07","192.168.45.181","OPC UA"
"SUB-0487","Southeast Utilities","Substation","IED","Low","Siemens","IED-5393","Substation - Station 1","IED for Substation operations","2023-05-31","192.168.176.190","Profinet"
"SUB-0488","Southeast Utilities","Substation","IED","Low","Emerson","IED-8267","Substation - Station 2","IED for Substation operations","2021-01-08","192.168.47.168","DNP3"
"SUB-0489","Southeast Utilities","Substation","Protection Relay","Medium","Emerson","ProtectionRelay-8739","Substation - Station 3","Protection Relay for Substation operations","2022-05-11","192.168.245.222","Profinet"
"SUB-0490","Southeast Utilities","Substation","Protection Relay","Critical","Rockwell","ProtectionRelay-7658","Substation - Station 4","Protection Relay for Substation operations","2024-06-25","192.168.200.138","DNP3"
"SUB-0491","Southeast Utilities","Substation","Grid Controller","Critical","Siemens","GridController-7313","Substation - Station 5","Grid Controller for Substation operations","2024-11-08","192.168.166.224","OPC UA"
"SUB-0492","Southeast Utilities","Substation","DMS","Low","Emerson","DMS-4032","Substation - Station 6","DMS for Substation operations","2022-12-31","192.168.65.175","Profinet"
"SUB-0493","Southeast Utilities","Substation","SCADA","Medium","Rockwell","SCADA-9685","Substation - Station 7","SCADA for Substation operations","2021-11-04","192.168.237.209","Modbus TCP"
"SUB-0494","Southeast Utilities","Substation","Grid Controller","Medium","ABB","GridController-4638","Substation - Station 8","Grid Controller for Substation operations","2023-04-14","192.168.207.11","Profinet"
"SUB-0495","Southeast Utilities","Substation","EMS","Medium","Schneider","EMS-6546","Substation - Station 9","EMS for Substation operations","2023-09-26","192.168.121.185","Profinet"
"SUB-0496","Southeast Utilities","Substation","Arc Flash Monitor","Low","Honeywell","ArcFlashMonitor-4288","Substation - Station 10","Arc Flash Monitor for Substation operations","2022-04-25","192.168.26.219","OPC UA"
"SUB-0497","Southeast Utilities","Substation","SCADA","High","Siemens","SCADA-7612","Substation - Station 11","SCADA for Substation operations","2021-05-21","192.168.147.199","Profinet"
"SUB-0498","Southeast Utilities","Substation","IED","Low","Rockwell","IED-8806","Substation - Station 12","IED for Substation operations","2023-10-17","192.168.217.193","DNP3"
"SUB-0499","Southeast Utilities","Substation","Protection Relay","Medium","Emerson","ProtectionRelay-2243","Substation - Station 13","Protection Relay for Substation operations","2025-03-09","192.168.128.158","DNP3"
"SUB-0500","Southeast Utilities","Substation","DMS","Medium","Honeywell","DMS-4350","Substation - Station 14","DMS for Substation operations","2023-12-19","192.168.102.48","DNP3"
"SUB-0501","Southeast Utilities","Substation","EMS","High","Honeywell","EMS-7967","Substation - Station 15","EMS for Substation operations","2023-07-16","192.168.246.122","DNP3"
"SUB-0502","Southeast Utilities","Substation","Arc Flash Monitor","Critical","Honeywell","ArcFlashMonitor-5519","Substation - Station 16","Arc Flash Monitor for Substation operations","2025-01-19","192.168.249.149","Modbus TCP"
"SUB-0503","Southeast Utilities","Substation","IED","Critical","Rockwell","IED-5119","Substation - Station 17","IED for Substation operations","2021-09-05","192.168.83.69","Modbus TCP"
"SUB-0504","Southeast Utilities","Substation","Grid Controller","Critical","Honeywell","GridController-8395","Substation - Station 18","Grid Controller for Substation operations","2025-06-22","192.168.113.59","Ethernet/IP"
"SUB-0505","Southeast Utilities","Substation","Protection Relay","Critical","ABB","ProtectionRelay-3071","Substation - Station 19","Protection Relay for Substation operations","2022-06-13","192.168.147.173","Modbus TCP"
"SUB-0506","Southeast Utilities","Substation","Grid Controller","Critical","Rockwell","GridController-5741","Substation - Station 20","Grid Controller for Substation operations","2024-07-20","192.168.31.152","Profinet"
"SUB-0507","Southeast Utilities","Substation","SCADA","High","Rockwell","SCADA-2097","Substation - Station 21","SCADA for Substation operations","2021-05-02","192.168.46.142","Ethernet/IP"
"SUB-0508","Southeast Utilities","Substation","SCADA","Low","ABB","SCADA-6904","Substation - Station 22","SCADA for Substation operations","2024-12-13","192.168.10.141","DNP3"
"SUB-0509","Southeast Utilities","Substation","IED","High","Schneider","IED-5511","Substation - Station 23","IED for Substation operations","2022-03-12","192.168.246.9","Ethernet/IP"
"SUB-0510","Southeast Utilities","Substation","Grid Controller","Medium","Rockwell","GridController-6688","Substation - Station 24","Grid Controller for Substation operations","2021-11-18","192.168.114.95","Modbus TCP"
"SUB-0511","Southeast Utilities","Substation","Grid Controller","Critical","Emerson","GridController-7645","Substation - Station 25","Grid Controller for Substation operations","2022-05-27","192.168.28.47","Profinet"
"SUB-0512","Southeast Utilities","Substation","DMS","Critical","Rockwell","DMS-7799","Substation - Station 26","DMS for Substation operations","2023-01-07","192.168.98.165","Profinet"
"SUB-0513","Southeast Utilities","Substation","SCADA","Low","Emerson","SCADA-1110","Substation - Station 27","SCADA for Substation operations","2024-11-19","192.168.231.77","Modbus TCP"
"SUB-0514","Southeast Utilities","Substation","RTU","Critical","Emerson","RTU-8012","Substation - Station 28","RTU for Substation operations","2022-11-19","192.168.5.150","Ethernet/IP"
"SUB-0515","Southeast Utilities","Substation","Arc Flash Monitor","Medium","Schneider","ArcFlashMonitor-9711","Substation - Station 29","Arc Flash Monitor for Substation operations","2025-05-20","192.168.129.67","OPC UA"
