tag_id,plant,unit,instrument_type,ip_address,mac_address,protocol,last_seen,network_status,vlan,nerc_cip,grid_stability
"ENV-005","Midwest Electric","Environmental Controls","Grid Controller","192.168.57.203","08:da:cb:ab:c6:5c","IEC 61850","2025-10-23T18:31:58.899Z","ON_NETWORK","VLAN-90","true","false"
"ENV-006","Midwest Electric","Environmental Controls","Protection Relay","192.168.156.211","64:12:09:1a:43:bc","Ethernet/IP","2025-10-22T16:14:09.191Z","ON_NETWORK","VLAN-29","true","false"
"ENV-007","Midwest Electric","Environmental Controls","DMS","192.168.87.143","86:ae:cd:88:c3:7a","Modbus TCP","2025-10-18T03:51:32.784Z","ON_NETWORK","VLAN-82","true","false"
"ENV-009","Midwest Electric","Environmental Controls","Protection Relay","192.168.179.180","a3:39:c3:7d:c0:af","IEC 61850","2025-10-18T16:44:31.625Z","ON_NETWORK","VLAN-2","true","false"
"ENV-011","Midwest Electric","Environmental Controls","SCADA","192.168.198.62","67:12:1d:e4:fc:3e","Ethernet/IP","2025-10-23T17:09:22.491Z","ON_NETWORK","VLAN-37","true","false"
"ENV-012","Midwest Electric","Environmental Controls","EMS","192.168.240.3","12:14:a5:21:79:7e","IEC 61850","2025-10-19T03:46:11.486Z","ON_NETWORK","VLAN-56","true","false"
"ENV-013","Midwest Electric","Environmental Controls","DMS","192.168.61.60","39:98:ed:db:63:18","IEC 61850","2025-10-19T03:29:29.633Z","ON_NETWORK","VLAN-23","true","false"
"ENV-014","Midwest Electric","Environmental Controls","EMS","192.168.170.227","aa:6d:b5:a5:1e:11","DNP3","2025-10-20T22:31:41.707Z","ON_NETWORK","VLAN-82","true","false"
"ENV-015","Midwest Electric","Environmental Controls","Protection Relay","192.168.146.144","51:a2:6c:94:7d:ef","DNP3","2025-10-24T08:40:26.733Z","ON_NETWORK","VLAN-97","true","false"
"ENV-017","Midwest Electric","Environmental Controls","HMI","192.168.19.45","f3:6f:30:1b:27:61","Ethernet/IP","2025-10-19T19:18:20.384Z","ON_NETWORK","VLAN-17","true","false"
"ENV-018","Midwest Electric","Environmental Controls","Protection Relay","192.168.170.189","e7:ec:97:a8:cf:e1","DNP3","2025-10-19T18:12:43.760Z","ON_NETWORK","VLAN-100","true","false"
"ENV-019","Midwest Electric","Environmental Controls","DMS","192.168.155.209","a0:d7:b6:56:f2:a5","Modbus TCP","2025-10-21T03:18:55.162Z","ON_NETWORK","VLAN-43","true","false"
"ENV-020","Midwest Electric","Environmental Controls","HMI","192.168.140.226","6b:62:3b:1c:8f:ce","DNP3","2025-10-23T17:32:37.149Z","ON_NETWORK","VLAN-38","true","false"
"ENV-022","Midwest Electric","Environmental Controls","EMS","192.168.224.4","e7:17:ad:43:c3:f4","Modbus TCP","2025-10-23T18:52:22.022Z","OFF_NETWORK","VLAN-55","true","false"
"ENV-023","Midwest Electric","Environmental Controls","SCADA","192.168.8.239","90:b9:a9:f8:80:c7","Modbus TCP","2025-10-22T01:37:19.724Z","ON_NETWORK","VLAN-45","true","false"
"ENV-024","Midwest Electric","Environmental Controls","HMI","192.168.253.231","59:b8:c0:16:60:df","DNP3","2025-10-23T01:41:54.680Z","ON_NETWORK","VLAN-15","true","false"
"ENV-025","Midwest Electric","Environmental Controls","SCADA","192.168.94.154","4a:d3:81:0d:c1:4e","Modbus TCP","2025-10-20T02:54:18.810Z","ON_NETWORK","VLAN-16","true","false"
"ENV-029","Midwest Electric","Environmental Controls","DMS","192.168.90.78","2f:5a:34:7c:9a:46","Ethernet/IP","2025-10-21T09:40:23.811Z","OFF_NETWORK","VLAN-85","true","false"
"ENV-030","Midwest Electric","Environmental Controls","DMS","192.168.76.188","84:cc:c0:a4:44:76","Modbus TCP","2025-10-22T08:33:05.720Z","ON_NETWORK","VLAN-30","true","false"
"ENV-031","Midwest Electric","Environmental Controls","IED","192.168.56.50","9d:bf:c4:b9:13:bc","Ethernet/IP","2025-10-19T13:38:55.588Z","ON_NETWORK","VLAN-25","true","false"
"GEN-001","Southeast Utilities","Generation Unit","Arc Flash Monitor","192.168.244.244","f2:9a:19:1f:6d:79","Modbus TCP","2025-10-23T13:04:13.885Z","OFF_NETWORK","VLAN-5","true","true"
"GEN-002","Southeast Utilities","Generation Unit","EMS","192.168.103.238","72:30:61:1d:b5:ee","DNP3","2025-10-24T08:52:43.285Z","ON_NETWORK","VLAN-78","true","true"
"GEN-003","Southeast Utilities","Generation Unit","DMS","192.168.227.231","37:e3:d7:f0:8a:27","IEC 61850","2025-10-18T09:54:03.707Z","OFF_NETWORK","VLAN-72","true","true"
"GEN-004","Southeast Utilities","Generation Unit","Protection Relay","192.168.238.174","2f:79:72:64:78:6f","IEC 61850","2025-10-21T18:23:48.923Z","ON_NETWORK","VLAN-14","true","true"
"GEN-005","Southeast Utilities","Generation Unit","IED","192.168.12.56","97:6c:6e:32:26:a5","Modbus TCP","2025-10-22T03:59:03.779Z","ON_NETWORK","VLAN-32","true","true"
"GEN-006","Southeast Utilities","Generation Unit","Environmental Monitor","192.168.211.186","5d:85:1f:00:c2:d8","IEC 61850","2025-10-19T14:35:56.902Z","ON_NETWORK","VLAN-34","true","true"
"GEN-007","Southeast Utilities","Generation Unit","Environmental Monitor","192.168.187.208","5f:a3:8c:2f:2f:c2","Modbus TCP","2025-10-23T05:00:12.218Z","ON_NETWORK","VLAN-98","true","true"
"GEN-009","Southeast Utilities","Generation Unit","IED","192.168.26.92","e3:f6:c7:18:30:ea","Modbus TCP","2025-10-23T15:09:02.075Z","ON_NETWORK","VLAN-74","true","true"
"GEN-010","Southeast Utilities","Generation Unit","RTU","192.168.39.192","43:15:00:68:11:4b","DNP3","2025-10-22T17:47:53.749Z","ON_NETWORK","VLAN-39","true","true"
"GEN-012","Southeast Utilities","Generation Unit","HMI","192.168.32.108","10:09:a2:cb:f8:ee","IEC 61850","2025-10-21T00:05:30.635Z","ON_NETWORK","VLAN-98","true","true"
"GEN-013","Southeast Utilities","Generation Unit","DMS","192.168.206.115","0e:56:6f:1e:b3:12","Ethernet/IP","2025-10-18T00:01:37.437Z","OFF_NETWORK","VLAN-55","true","true"
"GEN-014","Southeast Utilities","Generation Unit","HMI","192.168.229.142","6f:d3:01:b2:30:a9","Ethernet/IP","2025-10-21T19:31:13.837Z","ON_NETWORK","VLAN-15","true","true"
"GEN-015","Southeast Utilities","Generation Unit","DMS","192.168.42.214","db:97:90:65:87:3b","Ethernet/IP","2025-10-21T15:27:11.325Z","ON_NETWORK","VLAN-39","true","true"
"GEN-016","Southeast Utilities","Generation Unit","HMI","192.168.184.125","27:f2:a6:af:63:14","DNP3","2025-10-23T07:20:45.886Z","ON_NETWORK","VLAN-65","true","true"
"GEN-017","Southeast Utilities","Generation Unit","Grid Controller","192.168.167.219","fc:9a:0d:78:2e:e3","Ethernet/IP","2025-10-20T01:24:01.137Z","ON_NETWORK","VLAN-84","true","true"
"GEN-018","Southeast Utilities","Generation Unit","IED","192.168.226.54","bc:f7:9a:fe:74:d5","Modbus TCP","2025-10-22T01:59:58.904Z","OFF_NETWORK","VLAN-20","true","true"
"GEN-020","Southeast Utilities","Generation Unit","Protection Relay","192.168.175.30","1f:77:40:f8:09:81","Modbus TCP","2025-10-23T20:58:40.388Z","ON_NETWORK","VLAN-91","true","true"
"GEN-022","Southeast Utilities","Generation Unit","DMS","192.168.253.136","8a:74:9a:89:60:4e","IEC 61850","2025-10-18T02:01:28.710Z","ON_NETWORK","VLAN-85","true","true"
"GEN-024","Southeast Utilities","Generation Unit","Grid Controller","192.168.195.110","59:0a:b6:a4:9e:88","IEC 61850","2025-10-18T13:10:48.376Z","ON_NETWORK","VLAN-44","true","true"
"GEN-026","Southeast Utilities","Generation Unit","Protection Relay","192.168.17.234","86:b7:6b:02:b3:29","Ethernet/IP","2025-10-21T20:05:41.056Z","ON_NETWORK","VLAN-87","true","true"
"GEN-027","Southeast Utilities","Generation Unit","IED","192.168.190.241","1e:1b:9d:c7:87:55","IEC 61850","2025-10-19T00:41:06.838Z","ON_NETWORK","VLAN-29","true","true"
"GEN-028","Southeast Utilities","Generation Unit","DMS","192.168.181.220","be:6d:79:d6:d6:db","Ethernet/IP","2025-10-19T22:51:57.319Z","ON_NETWORK","VLAN-52","true","true"
"GEN-029","Southeast Utilities","Generation Unit","RTU","192.168.57.1","e1:4b:5f:3f:7a:a0","IEC 61850","2025-10-24T13:10:11.842Z","ON_NETWORK","VLAN-94","true","true"
"GEN-031","Southeast Utilities","Generation Unit","RTU","192.168.71.137","35:e2:ce:b5:30:67","Ethernet/IP","2025-10-19T21:23:56.686Z","ON_NETWORK","VLAN-94","true","true"
"GEN-033","Southeast Utilities","Generation Unit","Protection Relay","192.168.90.122","3e:95:55:3c:04:85","Ethernet/IP","2025-10-18T09:25:30.655Z","ON_NETWORK","VLAN-92","true","true"
"GEN-037","Southeast Utilities","Generation Unit","SCADA","192.168.121.114","70:42:4f:06:af:49","Ethernet/IP","2025-10-21T19:40:38.520Z","ON_NETWORK","VLAN-71","true","true"
"GEN-038","Southeast Utilities","Generation Unit","HMI","192.168.157.8","91:f1:35:a2:f4:3b","DNP3","2025-10-19T20:43:25.084Z","OFF_NETWORK","VLAN-45","true","true"
"GEN-039","Southeast Utilities","Generation Unit","EMS","192.168.244.199","c6:19:44:7d:8c:1d","DNP3","2025-10-17T23:22:08.476Z","ON_NETWORK","VLAN-6","true","true"
"GEN-040","Southeast Utilities","Generation Unit","RTU","192.168.117.112","4d:fd:e5:f0:cf:af","Ethernet/IP","2025-10-19T00:57:34.451Z","ON_NETWORK","VLAN-80","true","true"
"TRA-004","Southeast Utilities","Transmission","DMS","192.168.217.0","b6:11:c6:6c:45:df","Ethernet/IP","2025-10-21T21:03:32.513Z","ON_NETWORK","VLAN-19","true","true"
"TRA-005","Southeast Utilities","Transmission","HMI","192.168.145.14","2c:e2:29:f6:05:86","DNP3","2025-10-20T02:36:25.640Z","ON_NETWORK","VLAN-13","true","true"
"TRA-006","Southeast Utilities","Transmission","RTU","192.168.77.155","73:7f:0f:5d:5d:2a","IEC 61850","2025-10-20T03:58:43.291Z","ON_NETWORK","VLAN-68","true","true"
"TRA-007","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.107.130","2a:47:4b:4b:29:47","Modbus TCP","2025-10-20T05:20:54.887Z","ON_NETWORK","VLAN-100","true","true"
"TRA-008","Southeast Utilities","Transmission","IED","192.168.4.171","7a:83:c4:7f:59:93","Ethernet/IP","2025-10-21T22:11:41.920Z","ON_NETWORK","VLAN-92","true","true"
"TRA-009","Southeast Utilities","Transmission","DMS","192.168.54.140","2b:87:56:27:0c:60","DNP3","2025-10-22T18:28:53.000Z","OFF_NETWORK","VLAN-15","true","true"
"TRA-011","Southeast Utilities","Transmission","SCADA","192.168.130.124","98:f1:6a:22:c6:21","IEC 61850","2025-10-21T12:40:14.737Z","ON_NETWORK","VLAN-7","true","true"
"TRA-013","Southeast Utilities","Transmission","Protection Relay","192.168.142.223","a8:05:63:36:3c:e0","Modbus TCP","2025-10-20T05:39:30.340Z","ON_NETWORK","VLAN-7","true","true"
"TRA-014","Southeast Utilities","Transmission","HMI","192.168.216.142","49:2c:e5:44:c0:bb","Modbus TCP","2025-10-24T03:20:49.498Z","ON_NETWORK","VLAN-6","true","true"
"TRA-015","Southeast Utilities","Transmission","Grid Controller","192.168.123.250","24:77:8f:ff:74:29","Ethernet/IP","2025-10-23T23:49:23.626Z","ON_NETWORK","VLAN-51","true","true"
"TRA-016","Southeast Utilities","Transmission","IED","192.168.201.155","ff:cb:cd:b4:b1:78","Ethernet/IP","2025-10-23T20:11:42.992Z","ON_NETWORK","VLAN-34","true","true"
"TRA-017","Southeast Utilities","Transmission","SCADA","192.168.115.72","63:18:a1:5e:3a:40","Modbus TCP","2025-10-21T13:40:18.657Z","ON_NETWORK","VLAN-79","true","true"
"TRA-020","Southeast Utilities","Transmission","HMI","192.168.205.204","77:56:e8:50:a6:34","Ethernet/IP","2025-10-23T19:48:15.911Z","ON_NETWORK","VLAN-91","true","true"
"TRA-021","Southeast Utilities","Transmission","Grid Controller","192.168.254.159","19:c4:b8:76:8f:14","Ethernet/IP","2025-10-20T13:07:15.090Z","OFF_NETWORK","VLAN-41","true","true"
"TRA-022","Southeast Utilities","Transmission","Protection Relay","192.168.0.162","e6:6a:38:35:5e:cc","Ethernet/IP","2025-10-18T19:05:17.106Z","ON_NETWORK","VLAN-83","true","true"
"TRA-023","Southeast Utilities","Transmission","EMS","192.168.216.84","91:e9:85:1d:19:eb","Ethernet/IP","2025-10-24T13:13:24.300Z","ON_NETWORK","VLAN-67","true","true"
"TRA-025","Southeast Utilities","Transmission","EMS","192.168.10.216","84:71:d7:f9:49:37","Ethernet/IP","2025-10-23T11:29:47.728Z","OFF_NETWORK","VLAN-95","true","true"
"TRA-026","Southeast Utilities","Transmission","RTU","192.168.147.84","c1:aa:4e:07:97:d6","IEC 61850","2025-10-21T12:15:43.964Z","ON_NETWORK","VLAN-100","true","true"
"TRA-027","Southeast Utilities","Transmission","HMI","192.168.56.249","50:ed:20:79:9e:20","IEC 61850","2025-10-19T01:53:50.226Z","ON_NETWORK","VLAN-75","true","true"
"TRA-028","Southeast Utilities","Transmission","HMI","192.168.209.0","4e:4d:83:bc:03:b6","DNP3","2025-10-21T20:13:01.773Z","ON_NETWORK","VLAN-96","true","true"
"TRA-030","Southeast Utilities","Transmission","IED","192.168.24.149","ac:68:65:85:3c:f3","Modbus TCP","2025-10-19T09:00:35.955Z","ON_NETWORK","VLAN-50","true","true"
"TRA-031","Southeast Utilities","Transmission","Grid Controller","192.168.15.16","38:45:aa:1f:e1:c0","Ethernet/IP","2025-10-22T17:13:54.167Z","ON_NETWORK","VLAN-25","true","true"
"TRA-032","Southeast Utilities","Transmission","IED","192.168.169.54","9a:a2:f7:f6:cb:c7","Ethernet/IP","2025-10-22T16:47:06.164Z","ON_NETWORK","VLAN-89","true","true"
"TRA-034","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.14.42","44:e3:1c:e9:8c:3c","IEC 61850","2025-10-20T21:47:08.379Z","ON_NETWORK","VLAN-17","true","true"
"TRA-035","Southeast Utilities","Transmission","EMS","192.168.35.35","08:9f:4e:37:57:38","Modbus TCP","2025-10-19T06:01:56.342Z","ON_NETWORK","VLAN-50","true","true"
"TRA-036","Southeast Utilities","Transmission","Protection Relay","192.168.171.24","0e:83:6d:54:2d:54","Modbus TCP","2025-10-20T10:02:03.880Z","ON_NETWORK","VLAN-66","true","true"
"TRA-037","Southeast Utilities","Transmission","SCADA","192.168.39.27","a0:ea:dc:6e:ae:5c","DNP3","2025-10-22T13:04:10.597Z","ON_NETWORK","VLAN-48","true","true"
"TRA-038","Southeast Utilities","Transmission","Environmental Monitor","192.168.231.144","c3:d4:64:e6:f5:13","DNP3","2025-10-19T22:03:14.688Z","OFF_NETWORK","VLAN-48","true","true"
"TRA-041","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.219.2","f9:17:2b:bd:1b:23","Modbus TCP","2025-10-17T21:49:21.194Z","ON_NETWORK","VLAN-29","true","true"
"TRA-042","Southeast Utilities","Transmission","SCADA","192.168.116.6","bb:ea:88:d2:a5:23","Modbus TCP","2025-10-18T02:25:05.971Z","ON_NETWORK","VLAN-32","true","true"
"TRA-045","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.20.244","75:65:e3:ab:02:1a","DNP3","2025-10-22T19:24:12.588Z","ON_NETWORK","VLAN-47","true","true"
"TRA-046","Southeast Utilities","Transmission","IED","192.168.84.81","69:1e:0a:b9:e8:dd","DNP3","2025-10-22T16:54:44.605Z","ON_NETWORK","VLAN-28","true","true"
"TRA-047","Southeast Utilities","Transmission","HMI","192.168.102.2","97:32:aa:79:bf:53","Ethernet/IP","2025-10-17T19:22:02.013Z","ON_NETWORK","VLAN-42","true","true"
"TRA-048","Southeast Utilities","Transmission","EMS","192.168.21.199","17:51:50:8e:97:07","Ethernet/IP","2025-10-20T03:25:28.222Z","ON_NETWORK","VLAN-7","true","true"
"TRA-050","Southeast Utilities","Transmission","IED","192.168.218.111","7a:77:30:2b:ea:79","DNP3","2025-10-18T23:11:42.924Z","OFF_NETWORK","VLAN-43","true","true"
"TRA-051","Southeast Utilities","Transmission","DMS","192.168.195.159","50:6e:2c:9e:71:ba","Ethernet/IP","2025-10-20T17:39:11.209Z","ON_NETWORK","VLAN-87","true","true"
"TRA-052","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.183.129","7c:3b:02:cf:e3:e7","Modbus TCP","2025-10-20T12:20:48.755Z","ON_NETWORK","VLAN-73","true","true"
"TRA-053","Southeast Utilities","Transmission","RTU","192.168.188.55","d2:82:08:f7:f2:f2","DNP3","2025-10-20T08:27:24.231Z","OFF_NETWORK","VLAN-13","true","true"
"TRA-054","Southeast Utilities","Transmission","Environmental Monitor","192.168.122.111","89:1a:4a:00:11:80","DNP3","2025-10-18T13:27:52.226Z","ON_NETWORK","VLAN-75","true","true"
"TRA-056","Southeast Utilities","Transmission","RTU","192.168.165.87","d2:96:49:1e:25:49","Modbus TCP","2025-10-24T02:54:36.778Z","ON_NETWORK","VLAN-37","true","true"
"TRA-058","Southeast Utilities","Transmission","SCADA","192.168.109.159","85:f8:9c:7e:fd:61","Modbus TCP","2025-10-21T11:11:09.589Z","OFF_NETWORK","VLAN-15","true","true"
"TRA-059","Southeast Utilities","Transmission","EMS","192.168.130.182","30:96:18:f7:76:a8","IEC 61850","2025-10-22T06:51:01.024Z","ON_NETWORK","VLAN-38","true","true"
"TRA-060","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.230.248","da:64:e3:f8:c0:d1","Modbus TCP","2025-10-23T08:29:12.037Z","ON_NETWORK","VLAN-21","true","true"
"TRA-061","Southeast Utilities","Transmission","SCADA","192.168.22.82","f9:06:57:8c:cc:5d","IEC 61850","2025-10-17T20:39:06.257Z","ON_NETWORK","VLAN-95","true","true"
"TRA-062","Southeast Utilities","Transmission","Protection Relay","192.168.122.56","e4:91:76:20:32:96","IEC 61850","2025-10-21T14:14:01.009Z","ON_NETWORK","VLAN-19","true","true"
"TRA-063","Southeast Utilities","Transmission","HMI","192.168.68.177","b0:f4:c5:8c:76:c6","DNP3","2025-10-20T05:40:50.546Z","ON_NETWORK","VLAN-81","true","true"
"TRA-064","Southeast Utilities","Transmission","Grid Controller","192.168.140.188","43:20:19:05:f9:48","IEC 61850","2025-10-18T12:36:09.537Z","ON_NETWORK","VLAN-16","true","true"
"TRA-065","Southeast Utilities","Transmission","EMS","192.168.254.82","fa:7c:6b:6d:f1:9a","Ethernet/IP","2025-10-17T18:35:01.667Z","ON_NETWORK","VLAN-21","true","true"
"TRA-067","Southeast Utilities","Transmission","Environmental Monitor","192.168.107.141","8c:c8:1c:c1:f4:3a","IEC 61850","2025-10-24T00:06:37.620Z","ON_NETWORK","VLAN-31","true","true"
"TRA-068","Southeast Utilities","Transmission","EMS","192.168.146.234","0e:df:8c:43:7d:2e","IEC 61850","2025-10-24T11:08:00.587Z","ON_NETWORK","VLAN-88","true","true"
"TRA-069","Southeast Utilities","Transmission","SCADA","192.168.250.141","7f:3b:f8:fb:88:4e","Modbus TCP","2025-10-22T23:46:18.463Z","ON_NETWORK","VLAN-67","true","true"
"TRA-070","Southeast Utilities","Transmission","Protection Relay","192.168.227.168","46:94:c9:8d:19:0c","Modbus TCP","2025-10-17T22:42:44.138Z","ON_NETWORK","VLAN-55","true","true"
"TRA-071","Southeast Utilities","Transmission","EMS","192.168.56.252","36:4c:85:5b:6b:61","IEC 61850","2025-10-23T08:47:17.924Z","ON_NETWORK","VLAN-46","true","true"
"TRA-072","Southeast Utilities","Transmission","IED","192.168.245.40","a8:ee:ef:4a:30:75","Ethernet/IP","2025-10-19T01:11:21.073Z","ON_NETWORK","VLAN-4","true","true"
"TRA-073","Southeast Utilities","Transmission","Arc Flash Monitor","192.168.77.175","f2:c0:24:25:a9:c1","Ethernet/IP","2025-10-24T09:50:39.897Z","ON_NETWORK","VLAN-70","true","true"
"TRA-074","Southeast Utilities","Transmission","EMS","192.168.216.138","39:81:a7:16:59:b9","Ethernet/IP","2025-10-20T21:53:39.653Z","ON_NETWORK","VLAN-52","true","true"
"TRA-075","Southeast Utilities","Transmission","SCADA","192.168.147.218","b3:45:df:d4:1f:08","DNP3","2025-10-17T21:01:04.847Z","ON_NETWORK","VLAN-8","true","true"
"TRA-076","Southeast Utilities","Transmission","IED","192.168.235.176","ae:78:1f:9a:fa:d1","DNP3","2025-10-21T10:22:59.777Z","ON_NETWORK","VLAN-1","true","true"
"TRA-077","Southeast Utilities","Transmission","IED","192.168.109.211","33:45:ca:3c:f6:7f","DNP3","2025-10-23T15:00:36.087Z","OFF_NETWORK","VLAN-30","true","true"
"TRA-078","Southeast Utilities","Transmission","DMS","192.168.172.140","94:83:8b:8f:ce:ee","IEC 61850","2025-10-21T07:01:14.393Z","ON_NETWORK","VLAN-25","true","true"
"TRA-079","Southeast Utilities","Transmission","SCADA","192.168.82.227","f1:c7:52:b9:ee:c3","DNP3","2025-10-19T00:33:08.898Z","ON_NETWORK","VLAN-62","true","true"
"TRA-080","Southeast Utilities","Transmission","IED","192.168.32.19","53:b9:a1:4a:e0:be","Ethernet/IP","2025-10-24T15:52:05.735Z","ON_NETWORK","VLAN-7","true","true"
"DIS-001","Southeast Utilities","Distribution","RTU","192.168.253.164","a3:9a:9e:75:03:ca","IEC 61850","2025-10-21T19:15:31.536Z","ON_NETWORK","VLAN-66","true","false"
"DIS-002","Southeast Utilities","Distribution","DMS","192.168.6.249","04:55:47:83:ee:28","Modbus TCP","2025-10-22T18:54:22.001Z","ON_NETWORK","VLAN-31","true","false"
"DIS-003","Southeast Utilities","Distribution","HMI","192.168.31.61","6a:46:7d:a2:fb:3c","Modbus TCP","2025-10-21T07:33:34.106Z","ON_NETWORK","VLAN-59","true","false"
"DIS-004","Southeast Utilities","Distribution","EMS","192.168.5.161","4f:c5:e7:80:5a:14","DNP3","2025-10-22T01:20:01.649Z","ON_NETWORK","VLAN-3","true","false"
"DIS-006","Southeast Utilities","Distribution","EMS","192.168.5.244","be:35:76:fe:5d:b6","Modbus TCP","2025-10-17T19:51:47.907Z","ON_NETWORK","VLAN-34","true","false"
"DIS-008","Southeast Utilities","Distribution","HMI","192.168.86.132","4a:ec:99:08:61:c6","Ethernet/IP","2025-10-23T14:34:16.236Z","ON_NETWORK","VLAN-87","true","false"
"DIS-009","Southeast Utilities","Distribution","EMS","192.168.0.165","9b:2d:ae:cc:e2:c8","IEC 61850","2025-10-23T12:02:14.164Z","ON_NETWORK","VLAN-28","true","false"
"DIS-010","Southeast Utilities","Distribution","RTU","192.168.62.148","56:4c:56:0a:9a:93","DNP3","2025-10-24T03:39:35.910Z","ON_NETWORK","VLAN-40","true","false"
"DIS-011","Southeast Utilities","Distribution","Arc Flash Monitor","192.168.113.145","04:a2:de:f5:52:d2","Modbus TCP","2025-10-22T14:03:16.586Z","ON_NETWORK","VLAN-58","true","false"
"DIS-012","Southeast Utilities","Distribution","Grid Controller","192.168.215.96","8a:14:aa:ad:01:83","Modbus TCP","2025-10-19T07:54:02.517Z","ON_NETWORK","VLAN-85","true","false"
"DIS-013","Southeast Utilities","Distribution","RTU","192.168.219.109","a1:86:dd:27:d4:4f","DNP3","2025-10-22T23:41:28.587Z","ON_NETWORK","VLAN-33","true","false"
"DIS-014","Southeast Utilities","Distribution","EMS","192.168.141.129","6d:94:0b:a1:7c:28","IEC 61850","2025-10-20T04:06:04.588Z","ON_NETWORK","VLAN-20","true","false"
"DIS-015","Southeast Utilities","Distribution","Arc Flash Monitor","192.168.232.202","b6:74:27:0e:a9:19","Modbus TCP","2025-10-18T20:23:48.649Z","ON_NETWORK","VLAN-25","true","false"
"DIS-016","Southeast Utilities","Distribution","DMS","192.168.152.17","c6:be:92:33:65:af","Modbus TCP","2025-10-21T09:25:42.451Z","ON_NETWORK","VLAN-9","true","false"
"DIS-019","Southeast Utilities","Distribution","DMS","192.168.209.113","76:82:95:75:78:7b","Modbus TCP","2025-10-22T15:10:43.401Z","ON_NETWORK","VLAN-65","true","false"
"DIS-020","Southeast Utilities","Distribution","SCADA","192.168.9.112","b8:b4:30:c8:02:c8","IEC 61850","2025-10-23T23:34:40.150Z","ON_NETWORK","VLAN-66","true","false"
"DIS-022","Southeast Utilities","Distribution","HMI","192.168.178.103","b5:b3:02:d2:24:c4","Modbus TCP","2025-10-22T19:31:03.208Z","ON_NETWORK","VLAN-91","true","false"
"DIS-023","Southeast Utilities","Distribution","IED","192.168.179.186","40:48:77:15:09:72","IEC 61850","2025-10-22T11:56:57.725Z","ON_NETWORK","VLAN-84","true","false"
"DIS-024","Southeast Utilities","Distribution","IED","192.168.187.54","69:66:25:75:5b:4d","DNP3","2025-10-18T08:59:17.060Z","ON_NETWORK","VLAN-57","true","false"
"DIS-025","Southeast Utilities","Distribution","Environmental Monitor","192.168.192.114","7b:15:2a:f5:e6:e4","IEC 61850","2025-10-20T16:02:09.373Z","ON_NETWORK","VLAN-35","true","false"
"DIS-026","Southeast Utilities","Distribution","Arc Flash Monitor","192.168.211.191","02:43:38:a9:09:cb","Modbus TCP","2025-10-24T12:13:47.503Z","OFF_NETWORK","VLAN-45","true","false"
"DIS-027","Southeast Utilities","Distribution","SCADA","192.168.148.180","6d:55:65:04:65:bb","Ethernet/IP","2025-10-20T08:51:29.262Z","ON_NETWORK","VLAN-6","true","false"
"DIS-030","Southeast Utilities","Distribution","SCADA","192.168.173.127","ac:51:a8:c9:5a:4a","Modbus TCP","2025-10-18T23:23:17.418Z","ON_NETWORK","VLAN-38","true","false"
"DIS-032","Southeast Utilities","Distribution","HMI","192.168.140.18","c4:97:b1:32:52:6a","Modbus TCP","2025-10-18T05:01:26.851Z","ON_NETWORK","VLAN-78","true","false"
"CON-001","Southeast Utilities","Control Center","Arc Flash Monitor","192.168.201.96","3a:95:89:f9:ee:3e","IEC 61850","2025-10-17T23:45:41.042Z","ON_NETWORK","VLAN-69","true","true"
"CON-002","Southeast Utilities","Control Center","Arc Flash Monitor","192.168.21.111","81:e3:b5:c1:bd:62","Ethernet/IP","2025-10-19T14:10:02.263Z","ON_NETWORK","VLAN-23","true","true"
"CON-004","Southeast Utilities","Control Center","SCADA","192.168.37.234","9e:6f:48:a7:16:9c","DNP3","2025-10-22T19:16:38.758Z","ON_NETWORK","VLAN-17","true","true"
"CON-005","Southeast Utilities","Control Center","IED","192.168.171.233","e8:fc:a6:8d:9b:5c","Ethernet/IP","2025-10-23T02:33:07.365Z","ON_NETWORK","VLAN-89","true","true"
"CON-006","Southeast Utilities","Control Center","EMS","192.168.77.247","8e:c3:4c:87:45:13","IEC 61850","2025-10-21T10:32:04.351Z","ON_NETWORK","VLAN-7","true","true"
"CON-008","Southeast Utilities","Control Center","DMS","192.168.159.4","74:f5:7d:b3:eb:db","DNP3","2025-10-23T21:58:30.651Z","ON_NETWORK","VLAN-13","true","true"
"CON-009","Southeast Utilities","Control Center","DMS","192.168.160.9","64:56:e1:ac:a3:71","Ethernet/IP","2025-10-20T12:40:28.040Z","ON_NETWORK","VLAN-90","true","true"
"CON-010","Southeast Utilities","Control Center","RTU","192.168.99.154","5e:ef:12:bd:6f:43","IEC 61850","2025-10-20T23:06:32.405Z","ON_NETWORK","VLAN-30","true","true"
"CON-011","Southeast Utilities","Control Center","Environmental Monitor","192.168.28.202","03:91:db:9d:8d:f1","Ethernet/IP","2025-10-24T04:56:39.863Z","ON_NETWORK","VLAN-67","true","true"
"CON-012","Southeast Utilities","Control Center","Arc Flash Monitor","192.168.78.61","90:94:75:ac:ba:2e","Ethernet/IP","2025-10-21T00:53:49.513Z","ON_NETWORK","VLAN-81","true","true"
