tag_id,plant,unit,uptime_pct_30d,alarm_count_30d,bad_quality_count_30d
HYD_FI_1082,Baytown Refinery,Hydrocracking Unit (HCU),96.6,7,0
REF_HM_1083,Gulf Coast Refinery,Reformer Unit,96.0,7,5
ALK_HI_1084,Texas City Complex,Alkylation Unit,98.7,0,2
COK_VF_1085,Baytown Refinery,Coker Unit,94.9,6,6
HYD_SM_1086,Gulf Coast Refinery,Hydrotreater,97.0,2,5
ISO_CO_1087,Texas City Complex,Isomerization Unit,95.0,7,3
CRU_FL_1088,Baytown Refinery,Crude Distillation Unit (CDU),96.8,15,3
FLU_AN_1089,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.2,9,0
HYD_SA_1090,Texas City Complex,Hydrocracking Unit (HCU),96.7,12,2
REF_CO_1091,Baytown Refinery,Reformer Unit,98.7,13,1
ALK_TU_1092,Gulf Coast Refinery,Alkylation Unit,98.1,6,7
COK_TA_1093,Texas City Complex,Coker Unit,94.0,0,3
HYD_FI_1094,Baytown Refinery,Hydrotreater,94.0,5,7
ISO_DC_1095,Gulf Coast Refinery,Isomerization Unit,95.5,15,7
CRU_SA_1096,Texas City Complex,Crude Distillation Unit (CDU),94.7,16,5
FLU_FI_1097,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.0,2,8
HYD_HM_1098,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.7,9,5
REF_HI_1099,Texas City Complex,Reformer Unit,95.1,12,4
ALK_VF_1100,Baytown Refinery,Alkylation Unit,97.2,3,4
COK_SM_1101,Gulf Coast Refinery,Coker Unit,96.1,12,4
HYD_CO_1102,Texas City Complex,Hydrotreater,96.6,0,2
ISO_FL_1103,Baytown Refinery,Isomerization Unit,94.2,8,6
CRU_AN_1104,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.6,1,3
FLU_SA_1105,Texas City Complex,Fluid Catalytic Cracking (FCC),94.7,14,4
HYD_CO_1106,Baytown Refinery,Hydrocracking Unit (HCU),96.8,15,8
REF_TU_1107,Gulf Coast Refinery,Reformer Unit,96.1,14,7
ALK_TA_1108,Texas City Complex,Alkylation Unit,98.1,2,3
COK_FI_1109,Baytown Refinery,Coker Unit,97.5,7,3
HYD_DC_1110,Gulf Coast Refinery,Hydrotreater,98.8,3,7
ISO_SA_1111,Texas City Complex,Isomerization Unit,98.0,7,6
CRU_FI_1112,Baytown Refinery,Crude Distillation Unit (CDU),98.6,10,8
FLU_HM_1113,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),99.1,0,3
HYD_HI_1114,Texas City Complex,Hydrocracking Unit (HCU),94.3,13,8
REF_VF_1115,Baytown Refinery,Reformer Unit,96.8,14,1
ALK_SM_1116,Gulf Coast Refinery,Alkylation Unit,95.7,9,1
COK_CO_1117,Texas City Complex,Coker Unit,94.4,11,8
HYD_FL_1118,Baytown Refinery,Hydrotreater,99.4,10,5
ISO_AN_1119,Gulf Coast Refinery,Isomerization Unit,98.4,13,6
CRU_SA_1120,Texas City Complex,Crude Distillation Unit (CDU),99.7,0,5
FLU_CO_1121,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.5,20,3
HYD_TU_1122,Gulf Coast Refinery,Hydrocracking Unit (HCU),99.7,1,7
REF_TA_1123,Texas City Complex,Reformer Unit,94.9,13,1
ALK_FI_1124,Baytown Refinery,Alkylation Unit,98.0,9,5
COK_DC_1125,Gulf Coast Refinery,Coker Unit,94.7,3,2
HYD_SA_1126,Texas City Complex,Hydrotreater,95.5,0,2
ISO_FI_1127,Baytown Refinery,Isomerization Unit,97.8,7,2
CRU_HM_1128,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.2,3,3
FLU_HI_1129,Texas City Complex,Fluid Catalytic Cracking (FCC),98.6,1,0
HYD_VF_1130,Baytown Refinery,Hydrocracking Unit (HCU),94.4,16,4
REF_SM_1131,Gulf Coast Refinery,Reformer Unit,98.3,9,2
ALK_CO_1132,Texas City Complex,Alkylation Unit,95.1,0,3
COK_FL_1133,Baytown Refinery,Coker Unit,99.6,14,6
HYD_AN_1134,Gulf Coast Refinery,Hydrotreater,96.0,8,8
ISO_SA_1135,Texas City Complex,Isomerization Unit,98.1,10,1
CRU_CO_1136,Baytown Refinery,Crude Distillation Unit (CDU),95.7,17,7
FLU_TU_1137,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),98.7,5,7
HYD_TA_1138,Texas City Complex,Hydrocracking Unit (HCU),99.0,0,3
REF_FI_1139,Baytown Refinery,Reformer Unit,95.0,9,6
ALK_DC_1140,Gulf Coast Refinery,Alkylation Unit,97.4,12,0
COK_SA_1141,Texas City Complex,Coker Unit,98.9,18,6
HYD_FI_1142,Baytown Refinery,Hydrotreater,96.6,12,6
ISO_HM_1143,Gulf Coast Refinery,Isomerization Unit,94.9,10,6
CRU_HI_1144,Texas City Complex,Crude Distillation Unit (CDU),99.5,5,4
FLU_VF_1145,Baytown Refinery,Fluid Catalytic Cracking (FCC),94.3,7,4
HYD_SM_1146,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.0,7,6
REF_CO_1147,Texas City Complex,Reformer Unit,97.9,10,6
ALK_FL_1148,Baytown Refinery,Alkylation Unit,99.5,20,7
COK_AN_1149,Gulf Coast Refinery,Coker Unit,97.0,11,7
HYD_SA_1150,Texas City Complex,Hydrotreater,98.7,2,0
ISO_CO_1151,Baytown Refinery,Isomerization Unit,94.1,5,4
CRU_TU_1152,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.9,14,2
FLU_TA_1153,Texas City Complex,Fluid Catalytic Cracking (FCC),98.1,12,5
HYD_FI_1154,Baytown Refinery,Hydrocracking Unit (HCU),95.5,2,5
REF_DC_1155,Gulf Coast Refinery,Reformer Unit,97.8,10,4
ALK_SA_1156,Texas City Complex,Alkylation Unit,97.5,17,2
COK_FI_1157,Baytown Refinery,Coker Unit,97.6,3,7
HYD_HM_1158,Gulf Coast Refinery,Hydrotreater,99.8,2,8
ISO_HI_1159,Texas City Complex,Isomerization Unit,99.9,11,5
CRU_VF_1160,Baytown Refinery,Crude Distillation Unit (CDU),99.0,12,1
FLU_SM_1161,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.6,11,3
HYD_CO_1162,Texas City Complex,Hydrocracking Unit (HCU),99.0,11,3
REF_FL_1163,Baytown Refinery,Reformer Unit,96.5,6,8
ALK_AN_1164,Gulf Coast Refinery,Alkylation Unit,99.4,10,6
COK_SA_1165,Texas City Complex,Coker Unit,94.4,4,5
HYD_CO_1166,Baytown Refinery,Hydrotreater,94.7,6,4
ISO_TU_1167,Gulf Coast Refinery,Isomerization Unit,94.2,6,5
CRU_TA_1168,Texas City Complex,Crude Distillation Unit (CDU),96.6,1,6
FLU_FI_1169,Baytown Refinery,Fluid Catalytic Cracking (FCC),96.3,5,1
HYD_DC_1170,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.1,5,1
REF_SA_1171,Texas City Complex,Reformer Unit,95.6,10,5
ALK_FI_1172,Baytown Refinery,Alkylation Unit,96.6,5,2
COK_HM_1173,Gulf Coast Refinery,Coker Unit,98.3,0,5
HYD_HI_1174,Texas City Complex,Hydrotreater,98.5,5,2
ISO_VF_1175,Baytown Refinery,Isomerization Unit,95.0,7,2
CRU_SM_1176,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.9,10,4
FLU_CO_1177,Texas City Complex,Fluid Catalytic Cracking (FCC),94.9,0,2
HYD_FL_1178,Baytown Refinery,Hydrocracking Unit (HCU),99.0,0,6
REF_AN_1179,Gulf Coast Refinery,Reformer Unit,96.0,1,6
ALK_SA_1180,Texas City Complex,Alkylation Unit,94.0,6,1
COK_CO_1181,Baytown Refinery,Coker Unit,96.5,5,6
HYD_TU_1182,Gulf Coast Refinery,Hydrotreater,99.1,2,2
ISO_TA_1183,Texas City Complex,Isomerization Unit,99.0,9,1
CRU_FI_1184,Baytown Refinery,Crude Distillation Unit (CDU),95.8,18,1
FLU_DC_1185,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.4,6,6
HYD_SA_1186,Texas City Complex,Hydrocracking Unit (HCU),97.1,12,5
REF_FI_1187,Baytown Refinery,Reformer Unit,94.9,5,5
ALK_HM_1188,Gulf Coast Refinery,Alkylation Unit,97.3,8,7
COK_HI_1189,Texas City Complex,Coker Unit,97.8,7,6
HYD_VF_1190,Baytown Refinery,Hydrotreater,96.3,6,7
ISO_SM_1191,Gulf Coast Refinery,Isomerization Unit,96.0,1,1
CRU_CO_1192,Texas City Complex,Crude Distillation Unit (CDU),94.6,4,0
FLU_FL_1193,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.3,8,5
HYD_AN_1194,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.3,12,3
REF_SA_1195,Texas City Complex,Reformer Unit,94.4,20,3
ALK_CO_1196,Baytown Refinery,Alkylation Unit,96.9,3,4
COK_TU_1197,Gulf Coast Refinery,Coker Unit,95.0,7,2
HYD_TA_1198,Texas City Complex,Hydrotreater,96.9,12,6
ISO_FI_1199,Baytown Refinery,Isomerization Unit,94.9,20,6
