tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,gmp_critical,fda21cfr11,batch_tracking
"PAC-038","New Jersey Labs","Packaging","HMI","High","HMI for Packaging operations","Honeywell","HMI-1548","Packaging - Batch 3","false","true","true"
"PAC-039","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Rockwell","SCADA-7087","Packaging - Batch 1","false","true","true"
"PAC-040","New Jersey Labs","Packaging","LIMS","High","LIMS for Packaging operations","Siemens","LIMS-4944","Packaging - Batch 9","false","true","true"
"PAC-041","New Jersey Labs","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Honeywell","TemperatureController-8821","Packaging - Batch 5","false","true","true"
"QUA-001","New Jersey Labs","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Emerson","LIMS-2050","Quality Control Lab - Batch 5","true","true","false"
"QUA-002","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","Batch Controller for Quality Control Lab operations","Schneider","BatchController-9262","Quality Control Lab - Batch 8","true","true","false"
"QUA-003","New Jersey Labs","Quality Control Lab","HMI","Critical","HMI for Quality Control Lab operations","Siemens","HMI-7726","Quality Control Lab - Batch 6","true","true","false"
"QUA-004","New Jersey Labs","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Emerson","LIMS-4293","Quality Control Lab - Batch 5","true","true","false"
"QUA-005","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","Batch Controller for Quality Control Lab operations","Siemens","BatchController-2413","Quality Control Lab - Batch 1","true","true","false"
"QUA-006","New Jersey Labs","Quality Control Lab","HMI","Critical","HMI for Quality Control Lab operations","Rockwell","HMI-2549","Quality Control Lab - Batch 2","true","true","false"
"QUA-007","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Siemens","MES-6444","Quality Control Lab - Batch 3","true","true","false"
"QUA-008","New Jersey Labs","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Emerson","SerializationSystem-6466","Quality Control Lab - Batch 5","true","true","false"
"QUA-009","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","Batch Controller for Quality Control Lab operations","Emerson","BatchController-1804","Quality Control Lab - Batch 6","true","true","false"
"QUA-010","New Jersey Labs","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Siemens","SafetyPLC-5736","Quality Control Lab - Batch 6","true","true","false"
"QUA-011","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Siemens","TemperatureController-8656","Quality Control Lab - Batch 8","true","true","false"
"QUA-012","New Jersey Labs","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Emerson","SafetyPLC-6122","Quality Control Lab - Batch 4","true","true","false"
"QUA-013","New Jersey Labs","Quality Control Lab","PLC","Critical","PLC for Quality Control Lab operations","Honeywell","PLC-6622","Quality Control Lab - Batch 1","true","true","false"
"QUA-014","New Jersey Labs","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Rockwell","SerializationSystem-6219","Quality Control Lab - Batch 1","true","true","false"
"QUA-015","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Honeywell","TemperatureController-8495","Quality Control Lab - Batch 9","true","true","false"
"QUA-016","New Jersey Labs","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Rockwell","SerializationSystem-2779","Quality Control Lab - Batch 6","true","true","false"
"QUA-017","New Jersey Labs","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Rockwell","LIMS-3696","Quality Control Lab - Batch 6","true","true","false"
"QUA-018","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Rockwell","MES-5784","Quality Control Lab - Batch 8","true","true","false"
"QUA-019","New Jersey Labs","Quality Control Lab","HMI","Critical","HMI for Quality Control Lab operations","Honeywell","HMI-4267","Quality Control Lab - Batch 1","true","true","false"
"QUA-020","New Jersey Labs","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Honeywell","SCADA-9878","Quality Control Lab - Batch 5","true","true","false"
"QUA-021","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Rockwell","TemperatureController-4524","Quality Control Lab - Batch 7","true","true","false"
"QUA-022","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Schneider","TemperatureController-7724","Quality Control Lab - Batch 8","true","true","false"
"QUA-023","New Jersey Labs","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Schneider","SafetyPLC-8179","Quality Control Lab - Batch 7","true","true","false"
"QUA-024","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Honeywell","TemperatureController-1716","Quality Control Lab - Batch 10","true","true","false"
"QUA-025","New Jersey Labs","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Emerson","SCADA-5409","Quality Control Lab - Batch 2","true","true","false"
"QUA-026","New Jersey Labs","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Emerson","LIMS-1032","Quality Control Lab - Batch 4","true","true","false"
"QUA-027","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Siemens","MES-7537","Quality Control Lab - Batch 5","true","true","false"
"QUA-028","New Jersey Labs","Quality Control Lab","HMI","Critical","HMI for Quality Control Lab operations","Siemens","HMI-5657","Quality Control Lab - Batch 1","true","true","false"
"QUA-029","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Schneider","MES-4839","Quality Control Lab - Batch 4","true","true","false"
"QUA-030","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Siemens","TemperatureController-2931","Quality Control Lab - Batch 2","true","true","false"
"QUA-031","New Jersey Labs","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Honeywell","SCADA-5833","Quality Control Lab - Batch 4","true","true","false"
"QUA-032","New Jersey Labs","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Emerson","SCADA-5247","Quality Control Lab - Batch 9","true","true","false"
"QUA-033","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","Batch Controller for Quality Control Lab operations","Schneider","BatchController-9983","Quality Control Lab - Batch 1","true","true","false"
"QUA-034","New Jersey Labs","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Emerson","SafetyPLC-6255","Quality Control Lab - Batch 3","true","true","false"
"QUA-035","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Honeywell","TemperatureController-4723","Quality Control Lab - Batch 6","true","true","false"
"QUA-036","New Jersey Labs","Quality Control Lab","PLC","Critical","PLC for Quality Control Lab operations","Rockwell","PLC-9423","Quality Control Lab - Batch 4","true","true","false"
"QUA-037","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Schneider","MES-8565","Quality Control Lab - Batch 4","true","true","false"
"QUA-038","New Jersey Labs","Quality Control Lab","Environmental Monitor","Critical","Environmental Monitor for Quality Control Lab operations","Siemens","EnvironmentalMonitor-8016","Quality Control Lab - Batch 1","true","true","false"
"QUA-039","New Jersey Labs","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Siemens","MES-9368","Quality Control Lab - Batch 3","true","true","false"
"QUA-040","New Jersey Labs","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Rockwell","SerializationSystem-9236","Quality Control Lab - Batch 9","true","true","false"
"UTI-001","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Rockwell","TemperatureController-2737","Utilities - Batch 7","false","true","false"
"UTI-002","New Jersey Labs","Utilities","LIMS","High","LIMS for Utilities operations","Honeywell","LIMS-4882","Utilities - Batch 9","false","true","false"
"UTI-003","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Schneider","SerializationSystem-2908","Utilities - Batch 10","false","true","false"
"UTI-004","New Jersey Labs","Utilities","HMI","High","HMI for Utilities operations","Siemens","HMI-2001","Utilities - Batch 7","false","true","false"
"UTI-005","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Emerson","TemperatureController-8705","Utilities - Batch 8","false","true","false"
"UTI-006","New Jersey Labs","Utilities","HMI","High","HMI for Utilities operations","Schneider","HMI-3962","Utilities - Batch 6","false","true","false"
"UTI-007","New Jersey Labs","Utilities","Batch Controller","High","Batch Controller for Utilities operations","Rockwell","BatchController-8725","Utilities - Batch 8","false","true","false"
"UTI-008","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-4930","Utilities - Batch 9","false","true","false"
"UTI-009","New Jersey Labs","Utilities","PLC","High","PLC for Utilities operations","Siemens","PLC-2249","Utilities - Batch 3","false","true","false"
"UTI-010","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Honeywell","MES-7555","Utilities - Batch 9","false","true","false"
"UTI-011","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Schneider","TemperatureController-2850","Utilities - Batch 7","false","true","false"
"UTI-012","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Honeywell","SerializationSystem-8166","Utilities - Batch 2","false","true","false"
"UTI-013","New Jersey Labs","Utilities","PLC","High","PLC for Utilities operations","Emerson","PLC-5288","Utilities - Batch 5","false","true","false"
"UTI-014","New Jersey Labs","Utilities","SCADA","High","SCADA for Utilities operations","Honeywell","SCADA-2954","Utilities - Batch 10","false","true","false"
"UTI-015","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Siemens","SerializationSystem-5170","Utilities - Batch 10","false","true","false"
"UTI-016","New Jersey Labs","Utilities","Environmental Monitor","High","Environmental Monitor for Utilities operations","Honeywell","EnvironmentalMonitor-3334","Utilities - Batch 3","false","true","false"
"UTI-017","New Jersey Labs","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Rockwell","SafetyPLC-7119","Utilities - Batch 8","false","true","false"
"UTI-018","New Jersey Labs","Utilities","SCADA","High","SCADA for Utilities operations","Rockwell","SCADA-2162","Utilities - Batch 6","false","true","false"
"UTI-019","New Jersey Labs","Utilities","PLC","High","PLC for Utilities operations","Rockwell","PLC-3469","Utilities - Batch 9","false","true","false"
"UTI-020","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Siemens","SerializationSystem-6829","Utilities - Batch 5","false","true","false"
"UTI-021","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Schneider","MES-9747","Utilities - Batch 8","false","true","false"
"UTI-022","New Jersey Labs","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Rockwell","SafetyPLC-7427","Utilities - Batch 3","false","true","false"
"UTI-023","New Jersey Labs","Utilities","HMI","High","HMI for Utilities operations","Schneider","HMI-5009","Utilities - Batch 7","false","true","false"
"UTI-024","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Schneider","TemperatureController-3020","Utilities - Batch 9","false","true","false"
"UTI-025","New Jersey Labs","Utilities","LIMS","High","LIMS for Utilities operations","Schneider","LIMS-4640","Utilities - Batch 3","false","true","false"
"UTI-026","New Jersey Labs","Utilities","HMI","High","HMI for Utilities operations","Siemens","HMI-9309","Utilities - Batch 7","false","true","false"
"UTI-027","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Rockwell","MES-2613","Utilities - Batch 5","false","true","false"
"UTI-028","New Jersey Labs","Utilities","HMI","High","HMI for Utilities operations","Siemens","HMI-2719","Utilities - Batch 7","false","true","false"
"UTI-029","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Siemens","MES-7496","Utilities - Batch 2","false","true","false"
"UTI-030","New Jersey Labs","Utilities","PLC","High","PLC for Utilities operations","Schneider","PLC-8921","Utilities - Batch 6","false","true","false"
"UTI-031","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-4830","Utilities - Batch 3","false","true","false"
"UTI-032","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Rockwell","SerializationSystem-5276","Utilities - Batch 6","false","true","false"
"UTI-033","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Schneider","MES-7564","Utilities - Batch 5","false","true","false"
"UTI-034","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Siemens","TemperatureController-6206","Utilities - Batch 1","false","true","false"
"UTI-035","New Jersey Labs","Utilities","SCADA","High","SCADA for Utilities operations","Emerson","SCADA-9844","Utilities - Batch 6","false","true","false"
"UTI-036","New Jersey Labs","Utilities","Serialization System","High","Serialization System for Utilities operations","Siemens","SerializationSystem-6122","Utilities - Batch 6","false","true","false"
"UTI-037","New Jersey Labs","Utilities","Batch Controller","High","Batch Controller for Utilities operations","Siemens","BatchController-4149","Utilities - Batch 9","false","true","false"
"UTI-038","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Schneider","MES-9663","Utilities - Batch 1","false","true","false"
"UTI-039","New Jersey Labs","Utilities","Batch Controller","High","Batch Controller for Utilities operations","Schneider","BatchController-2173","Utilities - Batch 3","false","true","false"
"UTI-040","New Jersey Labs","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Schneider","SafetyPLC-9486","Utilities - Batch 4","false","true","false"
"UTI-041","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-2105","Utilities - Batch 8","false","true","false"
"UTI-042","New Jersey Labs","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Honeywell","SafetyPLC-7869","Utilities - Batch 9","false","true","false"
"UTI-043","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Siemens","MES-5657","Utilities - Batch 7","false","true","false"
"UTI-044","New Jersey Labs","Utilities","LIMS","High","LIMS for Utilities operations","Siemens","LIMS-5831","Utilities - Batch 1","false","true","false"
"UTI-045","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Schneider","MES-7965","Utilities - Batch 7","false","true","false"
"UTI-046","New Jersey Labs","Utilities","LIMS","High","LIMS for Utilities operations","Rockwell","LIMS-9210","Utilities - Batch 6","false","true","false"
"UTI-047","New Jersey Labs","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Emerson","SafetyPLC-3403","Utilities - Batch 8","false","true","false"
"UTI-048","New Jersey Labs","Utilities","PLC","High","PLC for Utilities operations","Rockwell","PLC-2574","Utilities - Batch 3","false","true","false"
"UTI-049","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Emerson","TemperatureController-3786","Utilities - Batch 3","false","true","false"
"UTI-050","New Jersey Labs","Utilities","MES","High","MES for Utilities operations","Honeywell","MES-4257","Utilities - Batch 1","false","true","false"
"UTI-051","New Jersey Labs","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Siemens","TemperatureController-4387","Utilities - Batch 1","false","true","false"
"UTI-052","New Jersey Labs","Utilities","Environmental Monitor","High","Environmental Monitor for Utilities operations","Rockwell","EnvironmentalMonitor-1434","Utilities - Batch 10","false","true","false"
"WAR-001","New Jersey Labs","Warehouse","HMI","Medium","HMI for Warehouse operations","Siemens","HMI-1779","Warehouse - Batch 5","false","true","false"
"WAR-002","New Jersey Labs","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Siemens","SerializationSystem-1757","Warehouse - Batch 2","false","true","false"
"WAR-003","New Jersey Labs","Warehouse","LIMS","Medium","LIMS for Warehouse operations","Honeywell","LIMS-8877","Warehouse - Batch 10","false","true","false"
"WAR-004","New Jersey Labs","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Siemens","SafetyPLC-6068","Warehouse - Batch 8","false","true","false"
"WAR-005","New Jersey Labs","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Schneider","SCADA-9167","Warehouse - Batch 9","false","true","false"
"WAR-006","New Jersey Labs","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Siemens","BatchController-9629","Warehouse - Batch 6","false","true","false"
"WAR-007","New Jersey Labs","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Honeywell","SCADA-3896","Warehouse - Batch 7","false","true","false"
"WAR-008","New Jersey Labs","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Siemens","SafetyPLC-1764","Warehouse - Batch 10","false","true","false"
"WAR-009","New Jersey Labs","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Siemens","SerializationSystem-9953","Warehouse - Batch 5","false","true","false"
"WAR-010","New Jersey Labs","Warehouse","PLC","Medium","PLC for Warehouse operations","Rockwell","PLC-1830","Warehouse - Batch 2","false","true","false"
"WAR-011","New Jersey Labs","Warehouse","MES","Medium","MES for Warehouse operations","Emerson","MES-7559","Warehouse - Batch 1","false","true","false"
"WAR-012","New Jersey Labs","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Emerson","BatchController-6018","Warehouse - Batch 4","false","true","false"
"WAR-013","New Jersey Labs","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Honeywell","BatchController-7252","Warehouse - Batch 7","false","true","false"
"WAR-014","New Jersey Labs","Warehouse","MES","Medium","MES for Warehouse operations","Siemens","MES-1955","Warehouse - Batch 6","false","true","false"
"WAR-015","New Jersey Labs","Warehouse","Environmental Monitor","Medium","Environmental Monitor for Warehouse operations","Schneider","EnvironmentalMonitor-9381","Warehouse - Batch 1","false","true","false"
"WAR-016","New Jersey Labs","Warehouse","MES","Medium","MES for Warehouse operations","Schneider","MES-2157","Warehouse - Batch 3","false","true","false"
"WAR-017","New Jersey Labs","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-8167","Warehouse - Batch 9","false","true","false"
