tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,nerc_cip,ferc_regulated,grid_stability
"SUB-058","Midwest Electric","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","GE","ArcFlashMonitor-9467","Substation - Bay 5","true","true","false"
"SUB-059","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","Schneider","GridController-5073","Substation - Bay 18","true","true","false"
"SUB-060","Midwest Electric","Substation","DMS","High","DMS for Substation operations","GE","DMS-7268","Substation - Bay 19","true","true","false"
"SUB-061","Midwest Electric","Substation","SCADA","High","SCADA for Substation operations","Schneider","SCADA-6077","Substation - Bay 16","true","true","false"
"SUB-062","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","Schneider","GridController-7725","Substation - Bay 12","true","true","false"
"SUB-063","Midwest Electric","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Siemens","ArcFlashMonitor-4974","Substation - Bay 9","true","true","false"
"SUB-064","Midwest Electric","Substation","SCADA","High","SCADA for Substation operations","ABB","SCADA-5603","Substation - Bay 18","true","true","false"
"ENV-001","Midwest Electric","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","Siemens","ArcFlashMonitor-4712","Environmental Controls - Bay 7","true","false","false"
"ENV-002","Midwest Electric","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","ABB","HMI-3386","Environmental Controls - Bay 3","true","false","false"
"ENV-003","Midwest Electric","Environmental Controls","Environmental Monitor","Medium","Environmental Monitor for Environmental Controls operations","ABB","EnvironmentalMonitor-4962","Environmental Controls - Bay 5","true","false","false"
"ENV-004","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","ABB","DMS-9528","Environmental Controls - Bay 3","true","false","false"
"ENV-005","Midwest Electric","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","Schneider","GridController-7942","Environmental Controls - Bay 12","true","false","false"
"ENV-006","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Schneider","ProtectionRelay-8932","Environmental Controls - Bay 10","true","false","false"
"ENV-007","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Schneider","DMS-8591","Environmental Controls - Bay 5","true","false","false"
"ENV-008","Midwest Electric","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","GE","GridController-5710","Environmental Controls - Bay 1","true","false","false"
"ENV-009","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Siemens","ProtectionRelay-9750","Environmental Controls - Bay 15","true","false","false"
"ENV-010","Midwest Electric","Environmental Controls","RTU","Medium","RTU for Environmental Controls operations","Schneider","RTU-2903","Environmental Controls - Bay 2","true","false","false"
"ENV-011","Midwest Electric","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Schneider","SCADA-9617","Environmental Controls - Bay 19","true","false","false"
"ENV-012","Midwest Electric","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Siemens","EMS-8572","Environmental Controls - Bay 17","true","false","false"
"ENV-013","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","ABB","DMS-5564","Environmental Controls - Bay 16","true","false","false"
"ENV-014","Midwest Electric","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Siemens","EMS-3430","Environmental Controls - Bay 14","true","false","false"
"ENV-015","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","GE","ProtectionRelay-1426","Environmental Controls - Bay 17","true","false","false"
"ENV-016","Midwest Electric","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","ABB","ArcFlashMonitor-4438","Environmental Controls - Bay 8","true","false","false"
"ENV-017","Midwest Electric","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","Siemens","HMI-2072","Environmental Controls - Bay 20","true","false","false"
"ENV-018","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Siemens","ProtectionRelay-9549","Environmental Controls - Bay 17","true","false","false"
"ENV-019","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","GE","DMS-4453","Environmental Controls - Bay 13","true","false","false"
"ENV-020","Midwest Electric","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","Schneider","HMI-6046","Environmental Controls - Bay 8","true","false","false"
"ENV-021","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Honeywell","ProtectionRelay-9584","Environmental Controls - Bay 1","true","false","false"
"ENV-022","Midwest Electric","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Siemens","EMS-6218","Environmental Controls - Bay 9","true","false","false"
"ENV-023","Midwest Electric","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","GE","SCADA-7291","Environmental Controls - Bay 3","true","false","false"
"ENV-024","Midwest Electric","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","GE","HMI-4518","Environmental Controls - Bay 19","true","false","false"
"ENV-025","Midwest Electric","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Honeywell","SCADA-1300","Environmental Controls - Bay 13","true","false","false"
"ENV-026","Midwest Electric","Environmental Controls","IED","Medium","IED for Environmental Controls operations","ABB","IED-2221","Environmental Controls - Bay 9","true","false","false"
"ENV-027","Midwest Electric","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","GE","GridController-8747","Environmental Controls - Bay 10","true","false","false"
"ENV-028","Midwest Electric","Environmental Controls","IED","Medium","IED for Environmental Controls operations","Schneider","IED-2403","Environmental Controls - Bay 3","true","false","false"
"ENV-029","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Siemens","DMS-6731","Environmental Controls - Bay 8","true","false","false"
"ENV-030","Midwest Electric","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Schneider","DMS-3828","Environmental Controls - Bay 12","true","false","false"
"ENV-031","Midwest Electric","Environmental Controls","IED","Medium","IED for Environmental Controls operations","GE","IED-7678","Environmental Controls - Bay 17","true","false","false"
"ENV-032","Midwest Electric","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Schneider","ProtectionRelay-3785","Environmental Controls - Bay 6","true","false","false"
"GEN-001","Southeast Utilities","Generation Unit","Arc Flash Monitor","Critical","Arc Flash Monitor for Generation Unit operations","ABB","ArcFlashMonitor-4541","Generation Unit - Bay 9","true","true","true"
"GEN-002","Southeast Utilities","Generation Unit","EMS","Critical","EMS for Generation Unit operations","Honeywell","EMS-6072","Generation Unit - Bay 12","true","true","true"
"GEN-003","Southeast Utilities","Generation Unit","DMS","Critical","DMS for Generation Unit operations","Siemens","DMS-1595","Generation Unit - Bay 1","true","true","true"
"GEN-004","Southeast Utilities","Generation Unit","Protection Relay","Critical","Protection Relay for Generation Unit operations","Siemens","ProtectionRelay-1253","Generation Unit - Bay 3","true","true","true"
"GEN-005","Southeast Utilities","Generation Unit","IED","Critical","IED for Generation Unit operations","Schneider","IED-9943","Generation Unit - Bay 17","true","true","true"
"GEN-006","Southeast Utilities","Generation Unit","Environmental Monitor","Critical","Environmental Monitor for Generation Unit operations","Siemens","EnvironmentalMonitor-9522","Generation Unit - Bay 11","true","true","true"
"GEN-007","Southeast Utilities","Generation Unit","Environmental Monitor","Critical","Environmental Monitor for Generation Unit operations","Schneider","EnvironmentalMonitor-4634","Generation Unit - Bay 13","true","true","true"
"GEN-008","Southeast Utilities","Generation Unit","IED","Critical","IED for Generation Unit operations","Siemens","IED-7885","Generation Unit - Bay 10","true","true","true"
"GEN-009","Southeast Utilities","Generation Unit","IED","Critical","IED for Generation Unit operations","Siemens","IED-9310","Generation Unit - Bay 9","true","true","true"
"GEN-010","Southeast Utilities","Generation Unit","RTU","Critical","RTU for Generation Unit operations","GE","RTU-8815","Generation Unit - Bay 5","true","true","true"
"GEN-011","Southeast Utilities","Generation Unit","EMS","Critical","EMS for Generation Unit operations","Schneider","EMS-7359","Generation Unit - Bay 4","true","true","true"
"GEN-012","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","Siemens","HMI-3313","Generation Unit - Bay 15","true","true","true"
"GEN-013","Southeast Utilities","Generation Unit","DMS","Critical","DMS for Generation Unit operations","Honeywell","DMS-1325","Generation Unit - Bay 6","true","true","true"
"GEN-014","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","ABB","HMI-2783","Generation Unit - Bay 13","true","true","true"
"GEN-015","Southeast Utilities","Generation Unit","DMS","Critical","DMS for Generation Unit operations","Honeywell","DMS-5207","Generation Unit - Bay 14","true","true","true"
"GEN-016","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","GE","HMI-3645","Generation Unit - Bay 7","true","true","true"
"GEN-017","Southeast Utilities","Generation Unit","Grid Controller","Critical","Grid Controller for Generation Unit operations","GE","GridController-1888","Generation Unit - Bay 12","true","true","true"
"GEN-018","Southeast Utilities","Generation Unit","IED","Critical","IED for Generation Unit operations","ABB","IED-1405","Generation Unit - Bay 6","true","true","true"
"GEN-019","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","Schneider","HMI-5994","Generation Unit - Bay 19","true","true","true"
"GEN-020","Southeast Utilities","Generation Unit","Protection Relay","Critical","Protection Relay for Generation Unit operations","ABB","ProtectionRelay-3347","Generation Unit - Bay 18","true","true","true"
"GEN-021","Southeast Utilities","Generation Unit","Arc Flash Monitor","Critical","Arc Flash Monitor for Generation Unit operations","Siemens","ArcFlashMonitor-6712","Generation Unit - Bay 20","true","true","true"
"GEN-022","Southeast Utilities","Generation Unit","DMS","Critical","DMS for Generation Unit operations","Siemens","DMS-6987","Generation Unit - Bay 1","true","true","true"
"GEN-023","Southeast Utilities","Generation Unit","Arc Flash Monitor","Critical","Arc Flash Monitor for Generation Unit operations","Schneider","ArcFlashMonitor-1851","Generation Unit - Bay 11","true","true","true"
"GEN-024","Southeast Utilities","Generation Unit","Grid Controller","Critical","Grid Controller for Generation Unit operations","Siemens","GridController-7694","Generation Unit - Bay 14","true","true","true"
"GEN-025","Southeast Utilities","Generation Unit","Protection Relay","Critical","Protection Relay for Generation Unit operations","GE","ProtectionRelay-1848","Generation Unit - Bay 9","true","true","true"
"GEN-026","Southeast Utilities","Generation Unit","Protection Relay","Critical","Protection Relay for Generation Unit operations","Honeywell","ProtectionRelay-8470","Generation Unit - Bay 4","true","true","true"
"GEN-027","Southeast Utilities","Generation Unit","IED","Critical","IED for Generation Unit operations","Siemens","IED-2684","Generation Unit - Bay 10","true","true","true"
"GEN-028","Southeast Utilities","Generation Unit","DMS","Critical","DMS for Generation Unit operations","Siemens","DMS-2369","Generation Unit - Bay 2","true","true","true"
"GEN-029","Southeast Utilities","Generation Unit","RTU","Critical","RTU for Generation Unit operations","ABB","RTU-9498","Generation Unit - Bay 20","true","true","true"
"GEN-030","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","Siemens","HMI-2286","Generation Unit - Bay 18","true","true","true"
"GEN-031","Southeast Utilities","Generation Unit","RTU","Critical","RTU for Generation Unit operations","Schneider","RTU-6568","Generation Unit - Bay 12","true","true","true"
"GEN-032","Southeast Utilities","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","Honeywell","SCADA-3600","Generation Unit - Bay 13","true","true","true"
"GEN-033","Southeast Utilities","Generation Unit","Protection Relay","Critical","Protection Relay for Generation Unit operations","GE","ProtectionRelay-8027","Generation Unit - Bay 3","true","true","true"
"GEN-034","Southeast Utilities","Generation Unit","RTU","Critical","RTU for Generation Unit operations","Honeywell","RTU-6048","Generation Unit - Bay 16","true","true","true"
"GEN-035","Southeast Utilities","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","ABB","SCADA-9771","Generation Unit - Bay 2","true","true","true"
"GEN-036","Southeast Utilities","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","Honeywell","SCADA-3185","Generation Unit - Bay 3","true","true","true"
"GEN-037","Southeast Utilities","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","Honeywell","SCADA-7604","Generation Unit - Bay 17","true","true","true"
"GEN-038","Southeast Utilities","Generation Unit","HMI","Critical","HMI for Generation Unit operations","Schneider","HMI-5502","Generation Unit - Bay 14","true","true","true"
"GEN-039","Southeast Utilities","Generation Unit","EMS","Critical","EMS for Generation Unit operations","ABB","EMS-6354","Generation Unit - Bay 19","true","true","true"
"GEN-040","Southeast Utilities","Generation Unit","RTU","Critical","RTU for Generation Unit operations","Siemens","RTU-6039","Generation Unit - Bay 1","true","true","true"
"GEN-041","Southeast Utilities","Generation Unit","EMS","Critical","EMS for Generation Unit operations","GE","EMS-9721","Generation Unit - Bay 15","true","true","true"
"TRA-001","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","ABB","EnvironmentalMonitor-3832","Transmission - Bay 20","true","true","true"
"TRA-002","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Schneider","ArcFlashMonitor-4428","Transmission - Bay 2","true","true","true"
"TRA-003","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Siemens","ArcFlashMonitor-5566","Transmission - Bay 16","true","true","true"
"TRA-004","Southeast Utilities","Transmission","DMS","Critical","DMS for Transmission operations","Siemens","DMS-3234","Transmission - Bay 3","true","true","true"
"TRA-005","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","GE","HMI-2423","Transmission - Bay 20","true","true","true"
"TRA-006","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","Schneider","RTU-2186","Transmission - Bay 7","true","true","true"
"TRA-007","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-1424","Transmission - Bay 9","true","true","true"
"TRA-008","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","ABB","IED-3346","Transmission - Bay 8","true","true","true"
"TRA-009","Southeast Utilities","Transmission","DMS","Critical","DMS for Transmission operations","GE","DMS-9187","Transmission - Bay 13","true","true","true"
"TRA-010","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Siemens","SCADA-3968","Transmission - Bay 10","true","true","true"
"TRA-011","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Schneider","SCADA-8184","Transmission - Bay 18","true","true","true"
"TRA-012","Southeast Utilities","Transmission","DMS","Critical","DMS for Transmission operations","Siemens","DMS-7943","Transmission - Bay 14","true","true","true"
"TRA-013","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","GE","ProtectionRelay-7067","Transmission - Bay 8","true","true","true"
"TRA-014","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-9334","Transmission - Bay 3","true","true","true"
"TRA-015","Southeast Utilities","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Schneider","GridController-2569","Transmission - Bay 3","true","true","true"
"TRA-016","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Siemens","IED-9089","Transmission - Bay 15","true","true","true"
"TRA-017","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","GE","SCADA-5238","Transmission - Bay 15","true","true","true"
"TRA-018","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Siemens","IED-4711","Transmission - Bay 6","true","true","true"
"TRA-019","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","Siemens","RTU-1413","Transmission - Bay 16","true","true","true"
"TRA-020","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-5302","Transmission - Bay 16","true","true","true"
"TRA-021","Southeast Utilities","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Siemens","GridController-2789","Transmission - Bay 8","true","true","true"
"TRA-022","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","GE","ProtectionRelay-9156","Transmission - Bay 2","true","true","true"
"TRA-023","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Schneider","EMS-6652","Transmission - Bay 4","true","true","true"
"TRA-024","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Honeywell","IED-7901","Transmission - Bay 1","true","true","true"
"TRA-025","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","GE","EMS-3576","Transmission - Bay 20","true","true","true"
"TRA-026","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","ABB","RTU-7556","Transmission - Bay 7","true","true","true"
"TRA-027","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-7654","Transmission - Bay 5","true","true","true"
"TRA-028","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Siemens","HMI-4108","Transmission - Bay 18","true","true","true"
"TRA-029","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","GE","IED-5092","Transmission - Bay 8","true","true","true"
"TRA-030","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Schneider","IED-4616","Transmission - Bay 1","true","true","true"
"TRA-031","Southeast Utilities","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","ABB","GridController-8356","Transmission - Bay 8","true","true","true"
"TRA-032","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Honeywell","IED-8932","Transmission - Bay 17","true","true","true"
"TRA-033","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","GE","ProtectionRelay-3541","Transmission - Bay 20","true","true","true"
"TRA-034","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Schneider","ArcFlashMonitor-4387","Transmission - Bay 4","true","true","true"
"TRA-035","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Siemens","EMS-8978","Transmission - Bay 19","true","true","true"
"TRA-036","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","Siemens","ProtectionRelay-5426","Transmission - Bay 17","true","true","true"
"TRA-037","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Honeywell","SCADA-3556","Transmission - Bay 9","true","true","true"
"TRA-038","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Siemens","EnvironmentalMonitor-2858","Transmission - Bay 1","true","true","true"
"TRA-039","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Honeywell","IED-8998","Transmission - Bay 7","true","true","true"
"TRA-040","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Honeywell","HMI-8542","Transmission - Bay 1","true","true","true"
"TRA-041","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Siemens","ArcFlashMonitor-8694","Transmission - Bay 3","true","true","true"
"TRA-042","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","ABB","SCADA-9791","Transmission - Bay 14","true","true","true"
"TRA-043","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","GE","RTU-9173","Transmission - Bay 8","true","true","true"
"TRA-044","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Honeywell","EnvironmentalMonitor-6868","Transmission - Bay 12","true","true","true"
"TRA-045","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Schneider","ArcFlashMonitor-5103","Transmission - Bay 5","true","true","true"
"TRA-046","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Siemens","IED-5016","Transmission - Bay 15","true","true","true"
"TRA-047","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-2221","Transmission - Bay 10","true","true","true"
"TRA-048","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Schneider","EMS-5055","Transmission - Bay 2","true","true","true"
"TRA-049","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","Honeywell","ProtectionRelay-2462","Transmission - Bay 11","true","true","true"
"TRA-050","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","ABB","IED-1552","Transmission - Bay 18","true","true","true"
"TRA-051","Southeast Utilities","Transmission","DMS","Critical","DMS for Transmission operations","ABB","DMS-2749","Transmission - Bay 5","true","true","true"
"TRA-052","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-6422","Transmission - Bay 5","true","true","true"
"TRA-053","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","Honeywell","RTU-1887","Transmission - Bay 19","true","true","true"
"TRA-054","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Siemens","EnvironmentalMonitor-1496","Transmission - Bay 9","true","true","true"
"TRA-055","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","ABB","ProtectionRelay-7662","Transmission - Bay 11","true","true","true"
"TRA-056","Southeast Utilities","Transmission","RTU","Critical","RTU for Transmission operations","Siemens","RTU-1991","Transmission - Bay 11","true","true","true"
"TRA-057","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Siemens","EnvironmentalMonitor-7335","Transmission - Bay 20","true","true","true"
"TRA-058","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","GE","SCADA-3328","Transmission - Bay 16","true","true","true"
"TRA-059","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","ABB","EMS-4944","Transmission - Bay 10","true","true","true"
"TRA-060","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Honeywell","ArcFlashMonitor-2574","Transmission - Bay 18","true","true","true"
"TRA-061","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Honeywell","SCADA-3112","Transmission - Bay 4","true","true","true"
"TRA-062","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","GE","ProtectionRelay-8115","Transmission - Bay 6","true","true","true"
"TRA-063","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-3892","Transmission - Bay 15","true","true","true"
"TRA-064","Southeast Utilities","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Honeywell","GridController-2032","Transmission - Bay 5","true","true","true"
"TRA-065","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","GE","EMS-7862","Transmission - Bay 4","true","true","true"
"TRA-066","Southeast Utilities","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-8768","Transmission - Bay 9","true","true","true"
"TRA-067","Southeast Utilities","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Honeywell","EnvironmentalMonitor-5141","Transmission - Bay 14","true","true","true"
"TRA-068","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Siemens","EMS-2424","Transmission - Bay 13","true","true","true"
"TRA-069","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Schneider","SCADA-2900","Transmission - Bay 13","true","true","true"
"TRA-070","Southeast Utilities","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","Honeywell","ProtectionRelay-6816","Transmission - Bay 19","true","true","true"
"TRA-071","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Schneider","EMS-1355","Transmission - Bay 2","true","true","true"
"TRA-072","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Honeywell","IED-4507","Transmission - Bay 6","true","true","true"
"TRA-073","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-9605","Transmission - Bay 13","true","true","true"
"TRA-074","Southeast Utilities","Transmission","EMS","Critical","EMS for Transmission operations","Siemens","EMS-8922","Transmission - Bay 8","true","true","true"
"TRA-075","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","Siemens","SCADA-1516","Transmission - Bay 1","true","true","true"
"TRA-076","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","GE","IED-3034","Transmission - Bay 4","true","true","true"
"TRA-077","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","GE","IED-8999","Transmission - Bay 6","true","true","true"
"TRA-078","Southeast Utilities","Transmission","DMS","Critical","DMS for Transmission operations","Honeywell","DMS-8853","Transmission - Bay 3","true","true","true"
"TRA-079","Southeast Utilities","Transmission","SCADA","Critical","SCADA for Transmission operations","GE","SCADA-3809","Transmission - Bay 8","true","true","true"
"TRA-080","Southeast Utilities","Transmission","IED","Critical","IED for Transmission operations","Siemens","IED-1197","Transmission - Bay 14","true","true","true"
"DIS-001","Southeast Utilities","Distribution","RTU","High","RTU for Distribution operations","Schneider","RTU-6104","Distribution - Bay 12","true","true","false"
"DIS-002","Southeast Utilities","Distribution","DMS","High","DMS for Distribution operations","Schneider","DMS-1590","Distribution - Bay 6","true","true","false"
"DIS-003","Southeast Utilities","Distribution","HMI","High","HMI for Distribution operations","Schneider","HMI-7591","Distribution - Bay 19","true","true","false"
"DIS-004","Southeast Utilities","Distribution","EMS","High","EMS for Distribution operations","GE","EMS-4057","Distribution - Bay 9","true","true","false"
"DIS-005","Southeast Utilities","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Schneider","ArcFlashMonitor-6131","Distribution - Bay 6","true","true","false"
"DIS-006","Southeast Utilities","Distribution","EMS","High","EMS for Distribution operations","Honeywell","EMS-3528","Distribution - Bay 6","true","true","false"
"DIS-007","Southeast Utilities","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","GE","ArcFlashMonitor-1104","Distribution - Bay 17","true","true","false"
"DIS-008","Southeast Utilities","Distribution","HMI","High","HMI for Distribution operations","Schneider","HMI-6050","Distribution - Bay 5","true","true","false"
"DIS-009","Southeast Utilities","Distribution","EMS","High","EMS for Distribution operations","ABB","EMS-8409","Distribution - Bay 10","true","true","false"
"DIS-010","Southeast Utilities","Distribution","RTU","High","RTU for Distribution operations","Siemens","RTU-9786","Distribution - Bay 2","true","true","false"
"DIS-011","Southeast Utilities","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Schneider","ArcFlashMonitor-2329","Distribution - Bay 20","true","true","false"
"DIS-012","Southeast Utilities","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Siemens","GridController-6347","Distribution - Bay 1","true","true","false"
"DIS-013","Southeast Utilities","Distribution","RTU","High","RTU for Distribution operations","GE","RTU-8066","Distribution - Bay 7","true","true","false"
"DIS-014","Southeast Utilities","Distribution","EMS","High","EMS for Distribution operations","ABB","EMS-3697","Distribution - Bay 13","true","true","false"
"DIS-015","Southeast Utilities","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Siemens","ArcFlashMonitor-7163","Distribution - Bay 14","true","true","false"
"DIS-016","Southeast Utilities","Distribution","DMS","High","DMS for Distribution operations","Schneider","DMS-1408","Distribution - Bay 6","true","true","false"
"DIS-017","Southeast Utilities","Distribution","Protection Relay","High","Protection Relay for Distribution operations","Siemens","ProtectionRelay-9076","Distribution - Bay 5","true","true","false"
"DIS-018","Southeast Utilities","Distribution","Protection Relay","High","Protection Relay for Distribution operations","Honeywell","ProtectionRelay-2186","Distribution - Bay 8","true","true","false"
"DIS-019","Southeast Utilities","Distribution","DMS","High","DMS for Distribution operations","ABB","DMS-6056","Distribution - Bay 6","true","true","false"
"DIS-020","Southeast Utilities","Distribution","SCADA","High","SCADA for Distribution operations","ABB","SCADA-9495","Distribution - Bay 19","true","true","false"
"DIS-021","Southeast Utilities","Distribution","Grid Controller","High","Grid Controller for Distribution operations","ABB","GridController-3839","Distribution - Bay 14","true","true","false"
